name,xcoord,ycoord,,
Siddhartha Bank Limited,85.3219195,27.7108132,,
Narayani Development Bank,84.418477,27.6642223,,
Kaski Finance Limited,84.4336513,27.6723516,,
narayani national finance limited,84.434587,27.6717443,,
H+ACY-B Bank,84.4359836,27.671254,,
Fewa Finance Limited,84.4358679,27.6707251,,
Krishi Bikash Bank,84.4361062,27.6712556,,
Triveni Bikash Bank,84.4380498,27.6708826,,
everest,84.4225009,27.6957642,,
sewa bikas bank ltd,84.4229781,27.6947863,,
global,84.4233686,27.6934939,,
yat developmant,84.4224634,27.6955176,,
Supreme Development Bank,84.4223446,27.6977333,,
Bisho Karma Bachat,84.4245449,27.6970711,,
agricultural development,84.4241323,27.6928237,,
siddhartha bank,84.4234767,27.6936159,,
triveni bikas,84.4226488,27.6941187,,
machhapuchchhre,84.4224329,27.6948017,,
subhecha bikas,84.4218354,27.6978189,,
Prabhu Bank,84.4248041,27.6991031,,
Bright Development Bank,84.4331113,27.7030999,,
Rastriya Banijya Bank,85.3307945,27.7178774,,
 ,85.3287481,27.7123779,,
Muktinath Bikash Bank Limited,83.9686095,28.2049368,,
Sewa Bikas Bank,84.4231272,27.6947194,,
Deva Development Bank,84.7511503,27.8032728,,
ndep development bank,84.828539,27.8136106,,
Alpine Bank Limited,84.8072524,27.5396573,,
yeti development bank,84.807259,27.5389362,,
Agriculture development bank,84.5123161,27.6231258,,
dakshinkali money transfer,84.5070461,27.6840989,,
Alpine Development Bank,84.5340644,27.6825652,,
NMB Bank,85.3150099,27.7101535,,
Prabhu Bank,85.315326,27.7113369,,
Himalayan Bank,85.314117,27.7138627,,
Rainbow,85.3128697,27.7131972,,
Rastriya Banijya,85.3133717,27.7142583,,
Thamel Money Exchange,85.3121165,27.7126826,,
Yak Money Exchange,85.3123702,27.7140698,,
Danish Money Exchange,85.312139,27.712344,,
Easy Money Exchange,85.3121839,27.7129112,,
Lucky Money Exchange,85.3121218,27.7119838,,
Sunrise Money Exchange,85.3121444,27.7115906,,
Standard Chartered,85.3619304,27.7207164,,
Western Union,85.3616476,27.7207311,,
Nabil Bank,85.3675156,27.7210077,,
 ,85.3605008,27.7206762,,
Laxmi Bank Limited,87.2843842,26.8113967,,
Himalayan Bank Limited,87.2838457,26.8114466,,
Century Development Bank,banks.fid+AC0-49a111ac+AF8-16932994701+AF8-475f,87.2839805,26.8114486,
Global,87.2856055,26.8115898,,
+ACI-Rastriya Banijya Bank, Kalaiya Branch+ACI-,85.0028814,27.0324097,,
 ,85.3122562,27.7125525,,
 ,85.3122642,27.7127341,,
Agricultural Development Bank,85.312518,27.7132462,,
Wel+AC0-Come,85.3124864,27.7133175,,
 ,85.3123691,27.7132644,,
Chandika,85.3112738,27.7105817,,
Lucky,85.3108221,27.7102332,,
 ,85.3171147,27.7096985,,
 ,85.8614218,27.7541299,,
 ,83.6094895,27.800621,,
OM Development Bank Limited,83.9888436,28.2240982,,
Laxman,83.9608073,28.2059676,,
Peace Eye,83.960602,28.2059853,,
Rastraiya Banijya Bank,85.5520058,27.622491,,
Birat Laxmi Development Bank,88.0501855,26.720971,,
Excel Development Bank,88.0516661,26.7211627,,
Mangal Deep Co+AC0-operative Society,88.0492789,26.7213711,,
Shre Krishna Supari Sahakari,88.0493164,26.7213718,,
Jana Aadarsha Co+AC0-operative,88.0291708,26.7239466,,
Budhabare Co+AC0-operative,88.0522575,26.7258972,,
 ,87.2799761,26.4543114,,
Nabil Bank,85.3618918,27.7207207,,
 ,85.465743,27.7300745,,
Kailash Bikash Bank Limited,83.9570164,28.2120815,,
Laxmi Bank Limited,83.9574788,28.2077718,,
Citizen Bank International Ltd,85.3348182,27.7033283,,
 ,83.4737311,27.6125323,,
Nepal Investment Bank Limited,83.9568835,28.2099423,,
 ,83.9570124,28.2113497,,
Nabil Bank,81.6345075,28.0746243,,
Rastriya Banijya Bank,82.2973025,28.131296,,
United Savings +ACY- Credit Cooperative,83.9263968,27.8744457,,
Himal Sahakari Santha,85.339731,27.7005142,,
Himalayan Cooperative,85.3396063,27.7007333,,
 ,85.3379864,27.6980383,,
Himalayan Bank,87.2825371,26.4648516,,
Nepal Investment Bank,87.2827624,26.4641793,,
ace development bank,85.3648482,27.6742278,,
Machhapuchchhre Bank,85.3182433,27.6920489,,
Keladi Sahakari Limited,83.9305694,27.868112,,
Fewa Bikash Bank Limited,83.9882344,28.2400867,,
Agricultural Development Bank,81.6234746,28.0576099,,
Nepal Bank Limited,81.6217923,28.0525493,,
Nepal Rastra Bank,81.6256115,28.0671774,,
Prabhu Bank Limited,85.3527943,27.7334641,,
laxmi bank,85.3467535,27.7294213,,
Dev Bikash Bank,84.4077129,27.7051735,,
Trivini Bank limited,84.4078879,27.7045286,,
Chamero Gufa Saving +ACY- Credit Cooperative,83.9788139,28.2682055,,
Anjuli Saving +ACY- Credit Cooperative,83.9808724,28.2593543,,
Nabil Bank Limited,83.9627827,28.2043441,,
Money Changer,83.9650706,28.2042477,,
Sahayatri Sahakari,83.9809394,28.2113026,,
Kamana Sewa Bikash Bank Limited,83.9808059,28.2115444,,
Siddhartha Bank Ltd.,87.7039975,26.6655554,,
Krishi Bikas Bank,80.576195,28.7045243,,
Sunrise Bank,80.5759414,28.7043824,,
Nepal Gramin Bikas Bank,81.1213475,28.5309906,,
 ,85.3272148,27.7073656,,
 ,85.3271754,27.7073505,,
Nepal SBI Bank,81.6870376,28.1915406,,
Bhargav Development Bank,81.6873586,28.1920124,,
Bank of Kathmandu Ltd,81.6883648,28.1945136,,
Nabil Bank Limited,81.6877576,28.1920385,,
Karnali Development Bank,81.6880294,28.1925237,,
Prabhu Money Transfer,81.6879025,28.1922768,,
Western Union Money Transfer,81.6879191,28.1923247,,
Global IME Bank,81.6882346,28.1942406,,
Everest Bank,81.6892376,28.1957815,,
Asia Bikas Bachat Tatha Rin Sahakari Sanstha Ltd.,81.6883124,28.1944242,,
Jyoti Bikash Bank,81.6880663,28.1926451,,
Siddhartha Development Bank,81.6882155,28.1942144,,
Agricultural Development Bank,81.688431,28.194664,,
Sugam Saving +ACY- Credit,banks.fid+AC0-49a111ac+AF8-16932994701+AF8-47ab,87.2746734,26.4507956,
Laxmi Bank Ltd,81.6899381,28.1962874,,
Nepal Rural Development Bank Ltd,81.687486,28.196557,,
Kumari Bank Ltd,81.6900164,28.1964015,,
Prabhu Bank,81.6892904,28.195053,,
Rastriya Banijya Bank,81.6896215,28.1956487,,
 ,87.2808729,26.4577416,,
Bank of Asia,85.3307585,27.7045673,,
Nagarik Cooperative Rupauliya,83.8460785,27.478926,,
Purimasa,83.472831,27.6011719,,
 ,83.4699976,27.4771866,,
Khudra Saving +ACY- Credit Cooperative,83.9753537,28.2139909,,
Kanchan Saving +ACY- Credit Cooperative,83.9760729,28.2155002,,
Rastriya Barijya bank,85.3412001,27.7029224,,
manamaiju social welfare Multipurpose Co+AC0-op,85.310559,27.7437181,,
Himalayan Bank Ltd,banks.fid+AC0-49a111ac+AF8-16932994701+AF8-47ba,85.3272782,27.7074293,
Ramghat Women Saving +ACY- Credit Cooperative,83.9959078,28.2109777,,
Kamana Bikash Bank Limited,84.0009849,28.2046873,,
Prabhu Bank Limited,84.0004174,28.2048355,,
Rastriya Banijya Bank Limited,84.000572,28.2047681,,
Sangri+AC0-La Development Bank Limited,83.9953197,28.2012092,,
Nepal Bank Limited,83.9882092,28.2397769,,
Tarapunja Saving and credit Co+AC0-operative Society Ltd,85.3572107,27.6654694,,
Nepal SBI Bank Limited,83.9831443,28.2109157,,
Triveni Saving +ACY- Credit Cooperative,83.9829884,28.2109757,,
Siddartha Bank Limited,83.9844654,28.2105656,,
Rastriya Banijya Bank Limited,83.9851975,28.21003,,
NCC Bank Limited,84.0564298,28.1646726,,
Civil Bank Limited,84.0568308,28.1627901,,
Everest Bank Limited,84.0568268,28.1628623,,
Gandaki Bikas Bank Limited,84.0497236,28.1752588,,
Kailash Development Bank limited,84.0568502,28.162692,,
Om Development Bank,84.0688049,28.1636833,,
NCC Bank Limited,banks.fid+AC0-49a111ac+AF8-16932994701+AF8-47cc,83.9865693,28.2175743,
Laxmi Bank Limited,83.9863854,28.2182568,,
Machhapuchchre Bank Limited,83.9869271,28.2210857,,
Dharmasthali Saving +ACY- Credit Cooperative,83.9782977,28.22133,,
Samarpan Saving +ACY- Credit Cooperative,83.990688,28.2210512,,
Kailash Bikash Bank Limited,83.9996886,28.2117418,,
Mahalaxmi Bikash Bank Limited,83.987499,28.2241045,,
City Express Money Transfer,83.9850384,28.2125586,,
Global IME bank,83.9850585,28.2125897,,
Yeti Development Bank Limited,83.9849658,28.2123413,,
 ,83.9574734,28.2084434,,
Nabil Bank Limited,83.9883606,28.2241006,,
Kundahar Saving +ACY- Credit Cooperative,84.0058804,28.2046267,,
Agriculture Development Bank,85.3344699,27.7032036,,
 ,85.3340843,27.688365,,
sunrise bank,banks.fid+AC0-49a111ac+AF8-16932994701+AF8-47db,85.311254,27.7029895,
Laxmi Bank,85.2812051,27.6968439,,
Nepal SBI Bank,85.2812082,27.6966762,,
 ,85.3324772,27.7040304,,
 ,85.3348069,27.7033446,,
Sewabikash Bank,83.2641795,27.7008168,,
Everest Bank,83.4648159,27.7017606,,
Sewa Bikash Bank,83.465328,27.6991125,,
Tinau Development Bank,83.3116885,27.6874252,,
Nirdhan Utthan Bank Tikathali Branch,85.3536958,27.6520565,,
Laxmi Bank,85.3040816,27.7160908,,
Royal Saving +ACY- Credit Cooperative,83.9972182,28.2059546,,
Shree Briddhi Saving +ACY- Credit Cooperative,83.9998163,28.2121315,,
Machhapuchchre Bank Limited,83.9993915,28.2124467,,
Rastriya Banijya Bank Chandragadhi,88.0735115,26.5681134,,
NABIL Bank,banks.fid+AC0-49a111ac+AF8-16932994701+AF8-47ea,88.0677327,26.5681056,
NMB Bank,banks.fid+AC0-49a111ac+AF8-16932994701+AF8-47eb,88.0656755,26.5692588,
Everest Bank Limited,85.3236289,27.6667823,,
Bank of Kathmandu,85.3415307,27.7037663,,
Kaliksthan Krisi Sahakari,84.0437616,28.1436642,,
Kalika Securities,85.3241467,27.7024128,,
 ,85.3173873,27.7111947,,
 ,80.1799783,28.9667601,,
Machhapuchchre Bank Limited,84.0023125,28.2041619,,
Shree Bhringeshwor Mahadev Saving +ACY- Credit Co+AC0-operative Ltd.,85.3184814,27.6330526,,
SLBBL Bank,85.3577548,27.6108332,,
Nepal Banijya Bank,85.3879197,27.6831711,,
Nepal Bank Limited,84.5696398,27.6120359,,
Laxmi Bank Pvt. Ltd.,84.5689364,27.6126307,,
Himalayan Bank,84.5708622,27.6123336,,
Nabil Bank,85.3284762,27.6973279,,
prabhu bank,85.3651955,27.674693,,
Prabhu Bank,85.3854613,27.6735172,,
kamana Bank,84.1804163,27.6668255,,
Rupatal Punarsthapana Tahta Matshya Palnal Sahakari,84.1108453,28.1446088,,
Kalika Saving +ACY- Credit Cooperative,83.9943277,28.2065306,,
Remit2Nepal,85.3201872,27.6814795,,
Lumbini Bikash Bank,83.9950441,28.2025795,,
 ,85.3577966,27.7321807,,
Sanakisan Bank,84.5674674,27.6369716,,
Om Development Bank,84.0008058,28.2047246,,
Apex Development bank Ltd.,85.3605678,27.6745055,,
NIC Asia Bank,85.3522681,27.7245824,,
Citizens Bank,85.3525613,27.7247616,,
Everest Bank Ltd,85.3059447,27.7244865,,
NIC Asia Bank,85.3058083,27.7283662,,
Nepal SBI Bank Limited,84.0668468,28.1483053,,
Nepal SBI Bank Limited,84.0668244,28.1482582,,
Milansar Saving and Credit Co+AC0-Operative Ltd.,85.3750036,27.7103517,,
 ,85.3771499,27.7298263,,
dhakdhae money transfer(IME),83.5401116,27.5119308,,
agricultual Development bank,83.5401454,27.5116651,,
Machhapuchre bank,85.3825788,27.6731536,,
Sana Kishan Fattepur,85.0165555,27.119528,,
Mega Bank Nepal Limited,83.9851999,28.2120825,,
Nepal Bank Limited,85.3169825,27.6870243,,
Tourism Development Bank,83.980635,28.2116004,,
Kamana Bikash Bank Limited,83.9808389,28.2115525,,
Maheshor Consumers Cooperative,84.0025372,28.2052543,,
 ,87.2853434,26.8170046,,
Bhargav Bank Limited,81.6232636,28.0645408,,
Karnali bank,81.6212074,28.0628211,,
IME,87.3429592,26.976131,,
NMB Bank,85.3484097,27.6244722,,
IME,87.3141171,27.0337467,,
Rastriya Banija Bank Ltd.,87.3131493,27.0290374,,
 ,87.3134519,27.0321303,,
Amale Saving +ACY- Credit Cooperative,83.9578458,28.190313,,
Everest bank Limited,85.3230291,27.6575301,,
 ,85.3237686,27.6917064,,
 ,84.5608644,27.8563608,,
Nepal Bank Limited,83.9587989,28.217311,,
Civil Bank Limited,83.9835852,28.210377,,
Gandaki Bikas Bank Ltd.,83.6784263,28.2184777,,
 ,83.6783282,28.2176879,,
+ACI-Nabil Bank, Narayanghad+ACI-,84.4239673,27.693537,,
 ,85.4682186,27.7349947,,
 ,85.4656156,27.7322973,,
 ,85.4658913,27.7303638,,
agri deve,85.460872,27.7272538,,
 ,85.4659378,27.7303632,,
 ,85.4687818,27.7299728,,
 ,85.4679125,27.7287897,,
 ,85.465015,27.7288319,,
bahupachhiya Kashi sahakari,85.3870838,27.6378115,,
sunrise bank,85.3749302,27.6429458,,
prime life insurance,85.3748885,27.642734,,
rastraya banajya bank,85.3768195,27.6425343,,
nmb bank,85.3700192,27.644884,,
Prabhu Bank,85.0670259,27.751759,,
SBI Baneahwor,85.3412175,27.6872674,,
SBI Bank,83.4663809,27.7008796,,
RSDC Laghubitta Bittiya Sanstha,83.4649878,27.6737093,,
Global IME,banks.fid+AC0-49a111ac+AF8-16932994701+AF8-4838,85.3284165,27.6972356,
 ,84.9751089,27.1656848,,
 ,85.3171881,27.7021645,,
Gandaki Development Bank Limited,83.988052,28.2241049,,
Kamana Bikash Bank Limited,83.9892181,28.2240783,,
 ,85.3113815,27.7130064,,
 ,85.3107675,27.7163807,,
 ,85.3156811,27.7157183,,
 ,85.3241476,27.6732387,,
 ,85.3178931,27.7188551,,
 ,85.3254065,27.6721028,,
 ,85.3136255,27.6980163,,
 ,85.3177882,27.691046,,
 ,85.3112331,27.7032694,,
 ,85.3107018,27.7017563,,
 ,85.1440089,27.9115806,,
 ,85.1417354,27.9158483,,
 ,85.2811743,27.6969818,,
Sanima Bank,81.6236045,28.0648036,,
 ,87.696069,26.7082938,,
 ,85.3755988,27.7219005,,
 ,85.3463705,27.7285382,,
 ,87.8260433,26.6481902,,
Civil Bank,85.3185129,27.7097965,,
 ,85.4623227,27.727743,,
 ,85.4595425,27.7268165,,
 ,85.3348763,27.6887028,,
 ,85.3355558,27.6892026,,
 ,85.3356133,27.6893526,,
 ,85.3363168,27.6907066,,
 ,85.3363617,27.6915303,,
 ,85.3363526,27.6924833,,
 ,85.3372393,27.6938137,,
 ,85.3381761,27.6981513,,
Araniko Co+AC0-operative,85.3730815,27.6729536,,
Saptakoshi Development Bank,87.2799421,26.5193442,,
 ,85.3206862,27.6964197,,
 ,85.3730774,27.6729401,,
NMB bank,85.3379726,27.6980746,,
 ,85.3492148,27.6790824,,
 ,85.3006861,27.6983179,,
 ,85.3018137,27.7016299,,
 ,81.6226411,28.1316951,,
 ,85.3175096,27.747225,,
 ,87.5400219,27.124348,,
Garima Bikas Bank,83.6538168,28.4972718,,
Bank of Kathmandu,81.117907,28.5362438,,
ICFC Finance Ltd,85.2040531,27.996572,,
 ,85.3492094,27.6793541,,
 ,84.8885179,27.0304367,,
 ,85.3104686,27.714944,,
 ,85.3730623,27.6729396,,
 ,84.179155,27.6665235,,
 ,84.1284297,27.6446857,,
 ,84.1284539,27.644673,,
 ,84.1281689,27.6445133,,
 ,84.1792367,27.6670786,,
 ,85.3114893,27.70051,,
 ,85.3108709,27.7026826,,
Shreejana Banking Program,83.9828024,28.215838,,
Kamana Sewa Bikas Bank,83.0393333,27.6618844,,
N.M.B Bank,83.0411313,27.6616879,,
Jaya Buddha Multipurpose Co+AC0-operatives,83.044215,27.662124,,
 ,85.3532454,27.6957469,,
 ,85.3528847,27.6958658,,
 ,85.3508994,27.6970038,,
 ,84.4205484,27.6968187,,
Prime Bank ATM,85.30897,27.7188623,,
Thibodin Bachat Tatha Rin Sahakari Sanstha,85.3887172,27.6898086,,
Everest Bank Limited,81.1181353,28.528354,,
Nepal SBI Bank Limited,81.1180847,28.5308641,,
Siddhartha Bank,81.1181154,28.5329521,,
 ,88.1002868,26.6624592,,
Forward Community Microfinance Bittiya Sanstha Ltd.,87.2721656,26.5709059,,
 ,87.6858892,26.7127691,,
 ,87.6959898,26.708374,,
Om Development Bank,83.9718841,28.2615076,,
Siddhartha Bank Limited,85.3307028,27.6656161,,
 ,85.4705689,27.7037567,,
 ,85.2832596,27.7157779,,
 ,85.2833817,27.7173303,,
 ,85.2832199,27.7160961,,
 ,85.283064,27.7145829,,
 ,85.2831971,27.7157505,,
 ,85.283786,27.7146224,,
 ,85.3188779,27.6828258,,
 ,85.4288562,27.6729457,,
 ,85.4311937,27.6726361,,
 ,84.435669,27.6842905,,
 ,82.5375334,27.8121678,,
 ,82.5384555,27.8117759,,
 ,85.3219604,27.656897,,
 ,85.3336815,27.6846,,
Nabil Bank,87.2840556,26.4635966,,
 ,85.3874558,27.683569,,
 ,85.3879323,27.6831307,,
 ,85.3387439,27.7020265,,
Majheri Saving +ACY- Credit Cooperative,84.0229663,28.1777007,,
 ,83.4655107,27.7002613,,
 ,85.3526785,27.7191485,,
 ,85.3717836,27.6482843,,
 ,83.4520042,27.5113531,,
 ,87.6377252,26.662511,,
 ,85.3514727,27.6904867,,
Siddhartha Bank,83.9801422,28.2251754,,
 ,85.4392389,27.6745371,,
 ,85.5128241,27.6463189,,
Bank of Kathmandu Limited,83.9871567,28.220151,,
Danfe Saving +ACY- Credit Cooperative,83.9888903,28.2412624,,
 ,84.4356546,27.686679,,
NIC Asia Bank Limited,83.9913277,28.2238878,,
 ,84.4356678,27.6867243,,
Kalash Saving +ACY- Credit Cooperative,83.9861287,28.2171717,,
Surachha Paluwa Saving +ACY- Credit Cooperative,83.9860729,28.2170329,,
 ,86.7096423,27.8048507,,
 ,86.7103316,27.8048335,,
 ,85.5222644,27.630652,,
 ,85.5224334,27.6306111,,
 ,85.5223976,27.6306954,,
 ,85.5223383,27.6306069,,
 ,85.5190887,27.6308825,,
 ,85.5190418,27.6309081,,
 ,85.2010216,27.7139523,,
 ,85.3185772,27.6715883,,
Hathiya Baba Agriculutre Cooperative,81.0950421,28.4324114,,
 ,85.5194412,27.6308266,,
 ,85.519402,27.6307802,,
 ,85.5131346,27.6324442,,
 ,83.4453479,27.5067616,,
 ,83.4560797,27.5061557,,
 ,83.4515878,27.5057934,,
 ,83.452297,27.5062527,,
 ,85.3465411,27.728785,,
 ,83.4502639,27.5050061,,
 ,83.4562842,27.5061979,,
 ,83.4509414,27.5072286,,
 ,83.451351,27.5086676,,
 ,83.451021,27.5077543,,
 ,83.452894,27.5151202,,
 ,83.4524371,27.5130969,,
 ,83.4530436,27.5148141,,
 ,83.4529869,27.5156721,,
 ,83.4515699,27.5096453,,
 ,83.4508271,27.5058825,,
 ,83.4515312,27.5094797,,
 ,83.4522832,27.5125548,,
 ,83.4511494,27.5079537,,
 ,83.4463606,27.506811,,
 ,83.4514112,27.5083315,,
 ,83.4539815,27.5130913,,
 ,83.4549863,27.5099961,,
 ,83.4507994,27.5065967,,
 ,83.4525237,27.5136129,,
 ,83.4463958,27.5175291,,
 ,83.4508246,27.5061083,,
 ,83.4510555,27.5063651,,
 ,83.4579365,27.520248,,
 ,83.4552061,27.5155464,,
 ,83.4527284,27.5086555,,
 ,83.4534957,27.5085284,,
 ,83.4705074,27.4767599,,
 ,83.4693262,27.478328,,
 ,83.4550629,27.5060168,,
 ,83.4563799,27.5059916,,
 ,83.4565221,27.505964,,
 ,83.4563186,27.5060912,,
 ,83.4559166,27.5059378,,
 ,83.4534561,27.506208,,
 ,83.4543502,27.5127865,,
Machhapuchchhre Bank Ltd,85.3214327,27.7233791,,
 ,85.4263609,27.6653502,,
 ,80.1816567,28.9685843,,
 ,85.3653371,27.6921,,
 ,86.6387425,26.6383878,,
 ,86.6467922,26.6568697,,
 ,85.5136587,27.6318934,,
 ,85.5133686,27.6319513,,
 ,85.5132948,27.6319163,,
 ,85.5142308,27.6323855,,
Sanima Bank Limited,83.9570676,28.2090127,,
 ,84.4353879,27.6840711,,
 ,84.4353896,27.6840256,,
 ,85.3208085,27.7099844,,
 ,banks.fid+AC0-49a111ac+AF8-16932994701+AF8-48ef,84.8755005,27.0122963,
 ,85.320519,27.7100302,,
 ,85.3221218,27.7115283,,
 ,85.3620336,27.7203448,,
 ,85.3620222,27.7206967,,
 ,85.3619626,27.720714,,
 ,85.3622151,27.7205586,,
Shangri+AC0-la Development Bank Ltd. Central Office,banks.fid+AC0-49a111ac+AF8-16932994701+AF8-48f6,85.3309897,27.7240516,
 ,86.4783956,26.7292173,,
Global IME Bank Limited,83.9576571,28.2078619,,
 ,87.2854739,26.8115431,,
 ,85.3826221,27.6739096,,
 ,85.3304083,27.7009576,,
 ,87.3445044,26.9787805,,
 ,85.332405,27.7109039,,
 ,85.3172377,27.7091045,,
 ,87.1477156,26.6011958,,
 ,85.3227102,27.7357229,,
Bodhi Guest house,85.3609205,27.725919,,
 ,88.1573841,26.6474613,,
 ,83.4657888,27.7016968,,
 ,83.4657409,27.7017233,,
 ,87.6997909,26.6599508,,
Nepal Credit +ACY- Commercial Ltd,85.3874924,27.6834748,,
 ,85.3873534,27.683341,,
 ,85.3901322,27.6835816,,
 ,85.346042,27.6761629,,
 ,85.3445312,27.6749036,,
 ,85.306582,27.6965121,,
 ,85.3067358,27.6964463,,
 ,87.6976599,26.6602079,,
 ,87.6976405,26.6601571,,
 ,banks.fid+AC0-49a111ac+AF8-16932994701+AF8-490f,87.1627607,26.8194321,
 ,85.1613429,27.7175112,,
Bhumeshwor Saving +ACY- Credit Cooperative,83.9757496,28.2134482,,
 ,85.004924,27.0340876,,
 ,85.0029003,27.032615,,
Tourism Development Bank,84.0000278,28.2049037,,
Ghar Dailo Saving +ACY- Credit Cooperative,83.9948745,28.2049575,,
Shree Alakapur Saving +ACY- Credit Cooperative,83.9948624,28.2019603,,
Siddhartha Bank Limited,83.9943706,28.206054,,
 ,85.4288172,27.6730843,,
 ,85.3572759,27.1196902,,
+ACI-Machhapuchhre Bank, Damauli+ACI-,84.2659688,27.9751473,,
+ACI-Nepal SBI Bank, Damauli+ACI-,84.2667399,27.9751215,,
+ACI-NIC Asia Bank, Damauli+ACI-,84.2662286,27.9753127,,
Sanima Bank,84.2654693,27.9752076,,
 ,85.323996,27.6734578,,
 ,80.5668326,28.7064677,,
 ,80.5683242,28.7045852,,
Shree Nari Shakti co.operative ltd,banks.fid+AC0-49a111ac+AF8-16932994701+AF8-4921,85.3206347,27.6587216,
 ,banks.fid+AC0-49a111ac+AF8-16932994701+AF8-4922,87.9939273,26.6437441,
Century Commercial Bank Limited,83.961199,28.2058754,,
 ,85.3258746,27.7383306,,
N.I.D.C. Development Bank Limited,83.9862805,28.2102899,,
N.I.D.C. Development Bank,83.9865828,28.210199,,
Bhrikuti Saving +ACY- Credit Cooperative,83.9851482,28.2100497,,
Prabhu Bank,83.985,28.2100971,,
Parijat Saving +ACY- Credit Cooperative,83.9849319,28.2115296,,
Mega Bank Nepal Limited,83.9847648,28.2110805,,
Sana Kisan Bikash Bank,83.9847262,28.2109517,,
Bihanil Saving +ACY- Credit Cooperative,83.9847101,28.2109998,,
Karmasil Saving +ACY- Credit Cooperative,83.9846746,28.2109272,,
Janamukti Saving +ACY- Credit Cooperative,83.9846478,28.2108745,,
Ujwal Saving +ACY- Credit Cooperative,83.9843471,28.211016,,
Suryadarshan Saving +ACY- Credit Cooperative,83.9841355,28.2107303,,
Subham Saving +ACY- Credit Cooperative,83.9853087,28.2134969,,
Shikhar Multipurpose Saving +ACY- Credit Cooperative,83.985703,28.2135784,,
Lamjung Pokhara Saving +ACY- Credit Cooperative,83.9854522,28.2140499,,
Shangri+AC0-la Development Bank Limited,83.987443,28.2213852,,
Metro Multipurpose Cooperative,83.9870628,28.2212522,,
Jyoti Bikas Bank Limited,83.9871929,28.2204067,,
Everest Bank Limited,83.9871319,28.2200652,,
Union Finance,83.9870749,28.2198714,,
Janata Bank Nepal Limited,83.9870139,28.2195781,,
Himalayan Bank Limited,83.986979,28.2192555,,
United Nepal Multipurpose Cooperative,83.9869562,28.2193949,,
Supreme Development Bank Limited,83.9867571,28.2180517,,
Sunrise Bank Limited,83.9868533,28.2186986,,
Himalayan Bank Ltd.,85.8998377,27.7872087,,
 ,85.3428974,27.6713336,,
+//0A4P/9AKT//QCu//0A4P/9AKT//QC///0A4P/9AKT//QCy//0A4P/9AKT//QCo//0A4P/9AKT//QC4//0A4P/9AKT//QC+//0A4P/9AKT//QCw- +//0A4P/9AKT//QCs//0A4P/9AKT//QCa//0A4P/9AKT//QCk- +//0A4P/9AKT//QCk//0A4P/9AKT//QCl//0A4P/9AKT//QC+- +//0A4P/9AKT//QCL//0A4P/9AKT//QCj- +//0A4P/9AKT//QC4//0A4P/9AKT//QC5//0A4P/9AKT//QCV//0A4P/9AKT//QC+//0A4P/9AKT//QCw//0A4P/9AKX//QCA- +//0A4P/9AKT//QC4//0A4P/9AKT//QCC//0A4P/9AKT//QC4//0A4P/9AKX//QCN//0A4P/9AKT//QCl//0A4P/9AKT//QC+- +//0A4P/9AKT//QCy//0A4P/9AKT//QC/-.,85.374934,27.7103652,,
 ,85.3153371,27.7352843,,
 ,85.3219142,27.7108951,,
 ,84.0923833,27.6274677,,
Siddartha Bank,85.3217458,27.7105694,,
 ,85.3104002,27.7023283,,
Nepal Bank Limited,83.9861172,28.2100941,,
Sunrise Bank,85.305361,27.7174398,,
 ,85.3191717,27.6898905,,
Century Commercial Bank Limited,83.9850118,28.2124433,,
 ,84.8815039,27.0175759,,
Provident Merchant Banking Limites,banks.fid+AC0-49a111ac+AF8-16932994701+AF8-494b,85.3422497,27.6739402,
Prime Commercial Bank Limited,83.9872599,28.2222933,,
Lumbini Finance and Leasing,83.9872576,28.2220852,,
Darpan Saving +ACY- Credit Cooperative,83.986646,28.2178718,,
Global IME Bank Limited,83.9866505,28.2177567,,
Kailash Bikash Bank Limited,83.985933,28.2163321,,
United Finance Limited,83.985809,28.2157139,,
Parichaya Saving +ACY- Credit Cooperative,83.986092,28.2152052,,
Garima Bikash Bank Limited,83.9843345,28.2109929,,
Triveni Development Bank Limited,83.987567,28.2220139,,
Kamana Bikash Bank Limited,83.9872086,28.2218753,,
Synergy Finance Limited,83.9866683,28.2194441,,
Gandaki Bikash Bank Limited,83.9864621,28.2185543,,
 ,85.3486906,27.6795797,,
 ,85.3336179,27.688543,,
 ,84.4069489,28.4141546,,
 ,84.3781683,28.2260677,,
Anupam Saving +ACY- Credit Cooperative,83.9856944,28.2243581,,
Nepal Investment Bank,83.9858902,28.2243018,,
Kailash Saving +ACY- Credit Cooperative,83.98608,28.2242677,,
NMB Bank Limited,83.9862982,28.2242078,,
Saral Namuna Saving +ACY- Credit Cooperative,83.9867382,28.2238315,,
Apex Development Bank Limited,83.9875846,28.2235337,,
Nepal Bangladesh Bank Limited,83.987862,28.2234173,,
Muktinath Bikash Bank Limited,83.9878431,28.2232526,,
Kumari Bank Limited,83.9874978,28.2232611,,
Deepjyoti Saving +ACY- Credit Cooperative,83.9873677,28.2231219,,
NMB Bank Limited,83.9874539,28.2230743,,
City Saving +ACY- Credit Cooperative,83.9877563,28.2229257,,
Agriculture Development Bank Limited,83.9877434,28.2228535,,
Om Development Bank,83.9877129,28.2226397,,
Kailash Bikash Bank Limited,83.9873523,28.2225358,,
 ,85.3178661,27.6911574,,
