name,xcoord,ycoord,,
 ,85.3303574,27.7164292,,
Kamana Bikash Bank Limited,83.9722245,28.1921776,,
 ,84.8731853,27.0065855,,
Everest Bank Limited,83.9577322,28.2137853,,
Fewa Bikash Bank Limited,83.9572913,28.2129899,,
Gandaki Bikash Bank Limited,83.9581404,28.2137663,,
Kumari Bank Limited,83.9571486,28.2131892,,
Machhapuchchre Bank Limited,83.9571226,28.2087707,,
Sanima Bank Limited,83.9582415,28.2152587,,
Siddhartha Bank Limited,83.9572995,28.2118696,,
Sunrise Bank Limited,83.9575544,28.2082312,,
Lumbini Bikas Bank,83.95705,28.2122577,,
Nepal Investment Bank ATM,85.4273406,27.6724145,,
Global IME Bank Limited,83.9587863,28.217295,,
Nabil Bank Limited,83.9588165,28.2173293,,
Siddhartha Bank Limited,83.9588075,28.2173196,,
 ,85.4302951,27.6718908,,
Garima Bikash Bank Limited,83.9720548,28.1921293,,
Sangri+AC0-La Development Bank Limited,83.9717709,28.1920906,,
Fewa Bikash Bank Limited,83.9711703,28.1919018,,
NIC Asia Bank Limited,83.9706424,28.1915486,,
Nepal SBI Bank Limited,83.9708546,28.1918143,,
Prabhu Bank Limited,83.9723515,28.1929684,,
Rastriya Banijya Bank Limited,83.9711993,28.1923761,,
Siddhartha Bank Limited,83.9725332,28.1931896,,
Sworojgar Agriculture Cooperative,83.9717231,28.192076,,
 ,83.7892671,27.556522,,
 ,83.7895549,27.5566351,,
Puime Saving +ACY- Credit Cooperative,83.9735966,28.1946919,,
Kailash Bikash Bank Limited,83.9755611,28.2055231,,
Pokhara Finance,83.9833312,28.2104917,,
Pokhara Multipurpose Cooperative,83.979453,28.2097294,,
Citizen Investment Trust,83.9868592,28.2106258,,
Pokhara Finance Limited,83.9885373,28.2132953,,
Gandaki Machhapuchchre Sanchar Sahakari,83.9896685,28.2166356,,
Mahalaxmi Aarthik Saving +ACY- Credit Cooperative,83.988901,28.2138639,,
Garima Bikash Bank Limited,83.9912011,28.2244209,,
Lumbini Bikas Bank,83.9912417,28.2239527,,
Kailash Bikash Bank Limited,83.9883119,28.2396308,,
Machhapuchchre Bank Limited,83.9873017,28.2419785,,
Sanima Bank Limited,83.989802,28.1935246,,
Nepal SBI Bank Limited,83.9957572,28.198626,,
Civil Saving +ACY- Credit Cooperative,83.985934,28.2183304,,
Ghampani Sahakari,83.9879039,28.2240997,,
Kasthamandap Development Bank,83.9858468,28.224319,,
Mega Saving +ACY- Credit Cooperative,83.9873032,28.2207056,,
Nepal SBI Bank Limited,83.9876509,28.2222951,,
Parbhu Money Transfer,83.9873213,28.2207966,,
Siddhartha Bank Limited,83.988325,28.2240576,,
 ,86.6997466,26.7914971,,
Shangri+AC0-la Development Bank Limited,83.9822688,28.2320445,,
Apex Development Bank Limited,83.9840627,28.2428883,,
Muktinath Bikash Bank Limited,83.9837408,28.2432427,,
Muktinath Bikash Bank Limited,83.9365916,28.2779442,,
NMB Microfinance Bittiya Sanstha,83.9357159,28.2780281,,
Om Development Bank,83.9359331,28.2780033,,
Gandaki Bikash Bank Limited,83.9363851,28.2776419,,
Fewa Bikash Bank Limited,83.9711879,28.1919077,,
Nepal SBI Bank Limited,83.9972613,28.2348353,,
 ,85.32425,27.7057646,,
 ,85.3242985,27.7059802,,
Machhapuchre Bank Limited,82.4857162,28.0401262,,
 ,85.3095831,27.7043619,,
 ,87.5367531,27.126723,,
 ,84.8729592,27.0092329,,
 ,84.8732898,27.0090073,,
 ,84.1077867,27.5658693,,
 ,81.593521,28.8542211,,
 ,85.3453764,27.6985607,,
 ,85.345731,27.6984216,,
 ,0,banks.fid+AC0-49a111ac+AF8-16932994701+AF8-49b2,85.3110766,27.7032145
 ,85.3096521,27.7037062,,
 ,85.3117023,27.7037266,,
 ,81.6491004,28.0907506,,
Garima Bikash Bank Limited,83.9720437,28.1921257,,
Shangri+AC0-la Development Bank Limited,83.971782,28.1920938,,
Kamana Bikash Bank Limited,83.9722098,28.1921668,,
Nepal SBI Bank Limited,83.9708594,28.1917986,,
Prabhu Bank Limited,83.9723482,28.1929628,,
Siddhartha Bank Limited,83.9725041,28.1931765,,
Civil Bank Limited,83.9835003,28.2102444,,
Kailash Bikash Bank Limited,83.9755653,28.2055126,,
Mega Bank Nepal Limited,83.9851979,28.2120635,,
Nepal SBI Bank Limited,83.9831847,28.2109311,,
 ,81.7031168,28.8414424,,
NIC Asia Bank Limited,83.9912518,28.2238949,,
Vibor Society Development Bank Limited,83.9912433,28.2239674,,
Machhapuchchre Bank Limited,83.98731,28.2419901,,
Nepal Bank Limited,83.9882089,28.2397639,,
Pokhara Finance Limited,83.9887968,28.2427729,,
Prabhu Development Bank Limited,83.9888945,28.2415174,,
KIST Bank Limited,83.9888015,28.2429634,,
 ,85.3110906,27.7032847,,
NIC Asia Bank Limited,85.3319042,27.6657898,,
NIC Asia Bank,85.3139641,27.69498,,
 ,82.183568,29.2753656,,
NMB Bank ATM,85.3144781,27.6937493,,
Everest Bank ATM,85.3145733,27.693849,,
Century Commercial Bank Limited,83.985005,28.2124286,,
Reliable Developement ATM,83.9850744,28.2125698,,
Mahalaxmi Bikas Bank,83.984984,28.2123676,,
Bank of Kathmandu Limited,83.9871508,28.2201364,,
Citizen's Bank International Limited,83.9867708,28.2199979,,
Everest Bank Limited,83.987128,28.2200483,,
Gandaki Bikash Bank Limited,83.9864561,28.2185368,,
Global IME Bank Limited,83.9866391,28.2177649,,
Himalayan Bank Limited,83.9869845,28.2192385,,
 ,83.8210829,27.8868946,,
Janata Bank Limited,83.987016,28.219565,,
Kailash Bikash Bank Limited,83.985923,28.2163568,,
Machhapuchchre Bank Limited,83.9869898,28.2210864,,
NCC Bank Limited,83.9865748,28.2175884,,
Pokhara Finance Limited,83.9865647,28.2189782,,
Prabhu Bank Limited,83.9870338,28.2196812,,
Sanima Bank Limited,83.987303,28.2208844,,
Standard Chartered Bank Limited,83.9874717,28.2205704,,
Sunrise Bank Limited,83.9868302,28.2186748,,
Union Finance Limited,83.987071,28.2198569,,
Vibor Society Development Bank Limited,83.985343,28.2135407,,
Apex Development Bank Limited,83.9875886,28.2235419,,
Gandaki Development Bank Limited,83.9880604,28.2240924,,
International Development Bank Limited,83.9861909,28.22392,,
Kailash Bikash Bank Limited,83.9873442,28.2225615,,
Kamana Bikash Bank Limited,83.9872017,28.2218569,,
Kasthamandap Development Bank Limited,83.985861,28.2243228,,
Muktinath Bikash Bank Limited,83.9878505,28.2232682,,
Nepal Bangladesh Bank Limited,83.9878719,28.2234017,,
Nepal Investment Bank Limited,83.9859049,28.2243051,,
Prime Commercial Bank Limited,83.9872843,28.2222533,,
Nepal SBI Bank Limited,83.9872274,28.2220107,,
 ,87.274353,26.6639581,,
+ACI-Nepal SBI Bank Ltd, Biratnagar Branch+ACI-,87.280497,26.4571852,,
 ,87.285275,26.8154085,,
 ,85.3109738,27.7028015,,
 ,88.0937546,26.5490948,,
Civil Bank Limited,83.9569716,28.2133948,,
Global IME Bank Limited,83.9569911,28.213344,,
Himalayan Bank Limited,83.9569757,28.2134052,,
NMB Bank Limited,83.9569787,28.2133535,,
Nabil Bank Limited,83.9569683,28.2133733,,
Prabhu Bank Limited,83.9569696,28.2133848,,
Siddhartha Bank Limited,83.9570119,28.213336,,
Standard Chartered Bank Limited,83.95697,28.2133623,,
ADAM Money Changer,83.9570061,28.2120366,,
Bank of Kathmandu Lumbini Limited,83.9570099,28.2120054,,
Himalayan Bank Limited,83.961114,28.2059502,,
Siddhartha Bank Limited,83.9573636,28.2088459,,
 ,85.3167376,27.679329,,
 ,banks.fid+AC0-49a111ac+AF8-16932994701+AF8-4a00,80.1808137,28.9669618,
 ,80.1816216,28.9655716,,
 ,85.2592203,27.686325,,
 ,85.2592001,27.6863243,,
 ,85.2591592,27.6863355,,
NIC Asia Bank Limited,84.0587778,28.1628098,,
Fewa Bikash Bank Limited,84.0575517,28.1627368,,
Rastriya Banijya Bank Limited,84.0574126,28.1626437,,
Agriculture Development Bank,84.0565276,28.1643023,,
Kamana Sewa Bikash Bank Limited,84.0558623,28.1698103,,
Mukthinath Bikash Bank Limited,84.0363941,28.1843695,,
NCC Bank Limited,84.0157807,28.2150852,,
 ,85.3191177,27.6713267,,
 ,85.3462151,27.8610217,,
 ,85.3445824,27.6859325,,
 ,85.3144561,27.6937141,,
Prime Commercial Bank,85.3236735,27.6736397,,
Citizens Bank,85.3313458,27.6651277,,
 ,85.3146128,27.6938363,,
 ,83.790341,27.5566378,,
 ,85.2809252,27.6933395,,
 ,85.2819541,27.6948676,,
 ,85.3343826,27.7376693,,
 ,85.3460394,27.7512291,,
 ,83.7902808,27.5564617,,
 ,85.3298493,27.7339221,,
 ,85.342487,27.7456775,,
 ,85.3458311,27.7512865,,
 ,85.3195793,27.7204978,,
 ,85.3221729,27.6692952,,
 ,85.3187539,27.6938207,,
 ,85.3395186,27.7392676,,
 ,85.3086974,27.7019601,,
 ,85.312952,27.6853141,,
Shree Amardeep Saving +ACY- Credit Cooperative,83.9785216,28.2555797,,
NIC Asia Bank Limited,83.9782487,28.2554209,,
 ,85.384281,27.7371485,,
Mohar Saving and Credit Co+AC0-operative Pvt. Ltd.,85.4467019,27.747679,,
 ,83.8810064,27.4692628,,
Fewa Bikash Bank Limited,84.0007206,28.205237,,
 ,83.4652842,27.6876111,,
 ,84.8834734,27.0137462,,
Mary Exchange Center,83.9578072,28.2143704,,
Nepal Money Exchange,83.9573097,28.213037,,
 ,84.617141,27.6119877,,
 ,81.6252865,28.0663895,,
 ,81.6254305,28.065883,,
 ,81.6291361,28.0697047,,
 ,86.3324654,26.7921091,,
 ,85.3101684,27.6949192,,
 ,86.4828023,26.7113962,,
 ,81.6301256,28.0676963,,
 ,85.3090659,27.7028046,,
 ,85.317268,27.7353415,,
 ,85.3008043,27.74477,,
 ,85.312455,27.7146293,,
 ,85.0797377,27.093395,,
 ,85.331017,27.7700592,,
 ,83.465491,27.6968887,,
Muktinath Development Bank Limited,83.8997383,28.0192177,,
 ,86.4821582,26.7193091,,
Mega Bank,85.319197,27.7098843,,
 ,84.2434986,28.5509949,,
 ,83.7677035,28.2978015,,
 ,84.2435245,28.550941,,
 ,83.9579249,28.2145884,,
 ,83.7226842,28.7820342,,
 ,87.637457,26.6609517,,
Kailash Bikash Bank Limited,83.9723901,28.26122,,
 ,85.2198493,27.6933913,,
 ,85.2197864,27.6933731,,
 ,84.388137,27.6148096,,
 ,85.3112736,27.7037122,,
Lumbini Bikash Bank,83.9859162,28.2091228,,
 ,85.3124208,27.7075537,,
 ,85.3865489,27.6731341,,
 ,85.3247764,27.7099355,,
 ,85.3059875,27.7223173,,
 ,85.3110515,27.7120813,,
 ,85.3106991,27.7102734,,
Sanima Bank Limited,85.3067201,27.668944,,
 ,85.3076844,27.6679129,,
Machhapuchchhre Bank Ltd,84.0720115,28.0551275,,
 ,85.3122362,27.7123967,,
 ,88.0536605,26.6518144,,
 ,82.5995569,27.8569557,,
 ,85.3180143,27.6307812,,
Everest Bank Limited,85.3230117,27.6575398,,
 ,85.3122228,27.703616,,
Siddhartha bank,85.3220841,27.6570789,,
 ,85.3156379,27.6886482,,
 ,85.3522631,27.7366507,,
Kumari Bank Ltd,81.6269334,28.067714,,
 ,81.6268875,28.067082,,
Siddhartha development Bank,81.6269047,28.0671345,,
 ,81.5827914,28.1194719,,
 ,85.3128437,27.7073087,,
 ,85.2588911,27.6862825,,
 ,85.323106,27.713573,,
 ,85.3232037,27.7135504,,
 ,85.8963033,27.7957371,,
 ,85.8973921,27.7935325,,
+//0A4P/9AKT//QC4//0A4P/9AKT//QC///0A4P/9AKT//QCo//0A4P/9AKX//QCN//0A4P/9AKT//QCn//0A4P/9AKX//QCB- +//0A4P/9AKT//QC1//0A4P/9AKT//QC///0A4P/9AKT//QCV//0A4P/9AKT//QC+//0A4P/9AKT//QC4- +//0A4P/9AKT//QCs//0A4P/9AKX//QCI//0A4P/9AKT//QCC//0A4P/9AKT//QCV- +//0A4P/9AKT//QCy//0A4P/9AKT//QC/-.,85.8987812,27.7892153,,
 ,85.3362682,27.7403032,,
Rastriya Banijya Bank Ltd,85.3362556,27.7402252,,
 ,85.3360441,27.7403109,,
Prabhu Bank Limited,85.3362191,27.7408776,,
 ,85.3362833,27.7408497,,
 ,85.3316716,27.7205127,,
+//0A4P/9AKT//QCo//0A4P/9AKX//QCH//0A4P/9AKT//QCq//0A4P/9AKT//QC+//0A4P/9AKT//QCy- +//0A4P/9AKT//QCV//0A4P/9AKX//QCN//0A4P/9AKT//QCw//0A4P/9AKX//QCH//0A4P/9AKT//QCh//0A4P/9AKT//QC///0A4P/9AKT//QCf- +//0A4P/9AKT//QCP//0A4P/9AKT//QCj//0A4P/9AKT//QCh- +//0A4P/9AKT//QCV//0A4P/9AKT//QCu//0A4P/9AKT//QCw//0A4P/9AKX//QCN//0A4P/9AKT//QC4- +//0A4P/9AKT//QCs//0A4P/9AKX//QCI//0A4P/9AKT//QCC//0A4P/9AKT//QCV- +//0A4P/9AKT//QCy//0A4P/9AKT//QC/-.,85.8985931,27.7895721,,
 ,85.3491266,27.7566914,,
Citizens Bank,85.3090223,27.7186814,,
 ,83.4663119,27.6998418,,
Siddharta and Nabil bank ATM,83.4682847,27.4789766,,
 ,85.323137,27.7363379,,
Muktinath Bikash Bank,84.4099407,27.9626236,,
Kamana Bikash Bank,84.409589,27.9633249,,
 ,85.3151201,27.7180378,,
 ,80.3611558,28.6813271,,
 ,85.3110395,27.715016,,
 ,85.311036,27.7150034,,
 ,85.3125844,27.7073593,,
 ,85.3126122,27.7073556,,
+//0A4P/9AKT//QC4//0A4P/9AKT//QC///0A4P/9AKT//QCt//0A4P/9AKT//QC///0A4P/9AKT//QCy- +//0A4P/9AKT//QCs//0A4P/9AKX//QCI//0A4P/9AKT//QCC//0A4P/9AKT//QCV-,85.898269,27.7911434,,
+//0A4P/9AKT//QCV//0A4P/9AKX//QCD//0A4P/9AKT//QC3//0A4P/9AKT//QC/- +//0A4P/9AKT//QC1//0A4P/9AKT//QC///0A4P/9AKT//QCV//0A4P/9AKT//QC+//0A4P/9AKT//QC4- +//0A4P/9AKT//QCs//0A4P/9AKX//QCI//0A4P/9AKT//QCC//0A4P/9AKT//QCV- +//0A4P/9AKT//QCy//0A4P/9AKT//QC/-.,85.8983117,27.7910818,,
 ,83.4661134,27.6992576,,
Gandaki Bikash Bank Limited,84.0360424,28.1847134,,
 ,85.2827028,27.6934243,,
 ,85.2826133,27.6934089,,
 ,81.6148507,28.5966821,,
 ,81.6151198,28.5964501,,
 ,81.6150406,28.596433,,
 ,81.6151089,28.5962201,,
 ,81.6152362,28.5959146,,
 ,85.269887,27.6880984,,
 ,85.3164908,27.6786763,,
Laxmi Bank,banks.fid+AC0-49a111ac+AF8-16932994701+AF8-4a88,85.3164632,27.6786379,
 ,85.3162333,27.6781268,,
 ,84.4240075,27.6989256,,
 ,85.3446174,27.6859081,,
 ,85.319797,27.6853523,,
Kalika Microcredit Development Bank,83.9084049,28.2360991,,
Pame Saving +ACY- Credit Cooperative,83.9096205,28.2358945,,
Shree Gogan Saving Cooperative,84.0925596,28.1150822,,
Global IME Bank,85.3079256,27.7095159,,
 ,83.4648694,27.6914951,,
Kaskikot Saving +ACY- Credit Cooperative,83.9137113,28.2666029,,
Prime Saving +ACY- Credit Cooperative,83.9874008,28.2268501,,
Deurali Samudaya Saving +ACY- Credit Cooperative,83.9658883,28.2992012,,
Sampurna Sana Kishan Krishi,83.9548332,28.2905383,,
Jayalaxmi Krishi Sahakari,83.9713803,28.2621435,,
Shrdikhola Saving and Credit Co+AC0-operative Ltd,83.9649487,28.3304131,,
 ,84.2733927,27.9835975,,
 ,85.3178683,27.6833065,,
 ,85.3483383,27.7374081,,
Aadhikhola Laghubitta Sanstha,84.0372673,28.1842062,,
Seven Lake Saving +ACY- Credit Cooperative,84.0376496,28.1838696,,
Janahit Upabhokta Saving +ACY- Credit Cooperative,84.0500137,28.1755341,,
Nepal Grameen Bikas Bank,84.049798,28.1751957,,
Nayan Saving +ACY- Credit Cooperative,84.0499169,28.1751087,,
Reliable Development Bank Limited,84.0898216,28.1643497,,
Chhimek Laghubitta Bittiya Sanstha,84.0553475,28.1696392,,
Jaldhare Saving +ACY- Credit Cooperative,84.0375724,28.18394,,
Janapriya Saving +ACY- Credit Cooperative,84.0368817,28.1838449,,
Lekhnath Saving +ACY- Credit Cooperative,84.0499679,28.1754504,,
Swornim Krishi Saving +ACY- Credit Cooperative,84.0575923,28.1626885,,
Gautam Rishi Saving +ACY- Credit Cooperative,84.0688831,28.1637065,,
 ,83.284067,27.4704618,,
Express Money Exchange Counter,83.9584926,28.2139882,,
Equator Money Changer,83.9600248,28.2137601,,
Travellers Money Exchange,83.9582304,28.2140553,,
Om Development Bank,83.9598747,28.2134625,,
 ,84.4933511,28.0927219,,
NIC Asia Bank Limited,83.9572496,28.2085712,,
 ,banks.fid+AC0-49a111ac+AF8-16932994701+AF8-4aae,85.3249,27.7151936,
Sunrise Money Exchanger,83.9661345,28.2035094,,
 ,83.9660396,28.2035805,,
Chartered Foreign Exchange Counter,83.9575106,28.2137974,,
New Lakeside Money Changer,83.9580373,28.2129177,,
Best Money Exchange,83.9572215,28.2124703,,
Baral Money Changer,83.9572587,28.2122032,,
Rastriya Banijya Bank,83.9617931,28.206229,,
Trekkers Money Exchanger,83.9617101,28.2061394,,
Euro Foreign Exchange Co.,83.9616765,28.2054208,,
Central Exchange Countre,83.9619801,28.2050611,,
 ,83.9623496,28.2045845,,
 ,83.9636526,28.2044432,,
 ,81.1521313,28.628205,,
+//0A4P/9AKT//QC4//0A4P/9AKT//QCo//0A4P/9AKT//QCw//0A4P/9AKT//QC+//0A4P/9AKT//QCH//0A4P/9AKT//QCc- +//0A4P/9AKT//QCs//0A4P/9AKX//QCI//0A4P/9AKT//QCC//0A4P/9AKT//QCV-,85.5127996,27.5866058,,
Sunrise Bank ATM,85.3054347,27.717422,,
NIC Asia Bank Limited,83.9843725,28.2112217,,
NIC Asia Bank Limited,83.9843863,28.2112437,,
 ,85.3461471,27.7512685,,
Nainital Bank,80.0675024,28.9897012,,
 ,80.070366,28.9934573,,
 ,80.0699078,28.99212,,
Forex,83.9578176,28.2138656,,
 ,85.5136223,27.6319123,,
 ,83.4595849,27.7030095,,
 ,83.4632722,27.7023702,,
 ,83.4647607,27.6916888,,
 ,83.4605777,27.7030125,,
 ,83.4634956,27.7028639,,
 ,83.4657828,27.7005647,,
 ,83.4649601,27.6916777,,
 ,83.4637043,27.7027556,,
 ,85.5244596,27.6311683,,
 ,83.4653199,27.6904265,,
 ,83.4655086,27.7030541,,
 ,83.4660034,27.7000312,,
Pokhara Finance Ltd,83.7677238,28.2978253,,
NIC Asia Bank Ltd,83.7684408,28.2992151,,
Mata Annapurna Agriculture Co+AC0- operative Ltd,83.7674218,28.2975162,,
Shree Silinge Krisi Utpadak Sahakari,84.0350385,28.1857352,,
Jana Priya Sahakari,84.0311985,28.1950586,,
 ,85.2985863,27.6356478,,
 ,85.3354817,27.7030337,,
Shree Ta Patnary Krishi Sahakari,84.0498646,28.1751641,,
 ,84.3993774,27.7043156,,
 ,83.46711,27.7064199,,
 ,83.4669882,27.704645,,
Rastriya Banijya Bank Limited,83.9908729,28.2247975,,
Garima Bikash Bank Limited,83.9912,28.2244325,,
Prabhu Bank Limited,85.3149014,27.6724474,,
Sangri+AC0-La Development Bank Limited,83.9945279,28.2217792,,
Fewa Bikash Bank Limited,84.0007018,28.2052375,,
Machhapuchchre Bank Limited,84.0022963,28.2041686,,
Om Development Bank Limited,84.0007851,28.2047334,,
Rastriya Banijya Bank ATM,84.0005527,28.2047728,,
Prabhu Bank Limited,84.0003975,28.2048329,,
Himalayan Bank Limited,84.0000091,28.2049102,,
Om Development Bank,83.9903425,28.2260703,,
Kamana Bikash Bank Limited,83.9865048,28.2486212,,
Kamana Bikash Bank Limited,83.9864716,28.2486052,,
Prime Multipurpose Cooperative,83.9883137,28.2416431,,
Siddhartha Bank Limited,83.9880252,28.2400325,,
Fewa Bikash Bank Limited,83.9882337,28.2400741,,
Om Development Bank,83.9883938,28.2398143,,
Om Development Bank,83.9883765,28.2398018,,
Sewa Saving +ACY- Credit Cooperative,83.9771534,28.2576504,,
Mahima Saving +ACY- Credit Cooperative,83.9726659,28.2613691,,
Sajilo Saving +ACY- Credit Cooperative,83.9718402,28.2614076,,
Machhapuchchre Bank Limited,83.9718716,28.261441,,
Sarara Dhara Saving +ACY- Credit Cooperative,83.9719725,28.2615964,,
Jana Uthan Cooperative,83.973141,28.2634525,,
Batulechaur Kalilek Cooperative,83.9799516,28.2649871,,
 ,83.9797428,28.2632724,,
Garima Bikash Bank Limited,83.9797256,28.2632466,,
Om Development Bank Limited,83.9855363,28.2334732,,
City Development Bank Limited,83.988892,28.2241018,,
Ahviyan Saving +ACY- Credit Cooperative,83.987171,28.2202274,,
Green Development Bank Limited,83.9848012,28.2111219,,
Hamro Sahayogi Saving +ACY- Credit Cooperative,83.9860061,28.2097001,,
Kailash Bikash Bank Limited,83.9851233,28.2093182,,
Trisul Saving +ACY- Credit Cooperative,83.9852985,28.2089961,,
Sunshine Saving +ACY- Credit Cooperative,83.9841896,28.2082524,,
Muktinath Bikash Bank Limited,83.9846376,28.2081576,,
Muktinath Bikash Bank Limited,83.9846526,28.2081719,,
Swabalamban Laghubitta Bikash Bank Ltd,84.6287272,27.9945571,,
 ,84.6249878,27.9974625,,
 ,84.6246659,27.997346,,
 ,84.6243497,27.9977473,,
Manaslu Bikash Bank,84.6243094,27.9977311,,
Nabil Bank Ltd,84.6240788,27.9975943,,
 ,84.6241085,27.9975665,,
Himchuli bachat tatha rid sahakari sastha,84.62002,27.9991147,,
Nmb bank,84.6264518,27.9936207,,
 ,84.6265186,27.9935453,,
 ,84.5382463,27.9017262,,
Manaslu Bikash Bank Ltd,84.5368067,27.9012107,,
Machhapuchhre Bank Ltd,84.5366843,27.9013689,,
Shangri+AC0-la Development Bank Ltd,84.0722258,28.0542492,,
Ganapati Microfinance Bittiya Sanstha Ltd,84.0727641,28.0544515,,
Sulav Saving and Credit Co+AC0-operative society Ltd,84.0726332,28.0549155,,
Deprosc Laghubitta Bikash Bank Ltd,84.6278803,27.9942096,,
Himalayan Bank Ltd,84.62502,27.9974365,,
Prabhu Bank Ltd,84.6247646,27.9975397,,
 ,84.6262988,27.9935906,,
Agricultural Development Bank,84.626407,27.9934808,,
Manaslu Bikash Bank,84.6196712,27.9682347,,
Nepal SBI Bank Ltd,84.5382096,27.9017653,,
Yeti Development Bank Ltd,84.5380985,27.901692,,
NCC Bank Ltd,84.5371971,27.9014418,,
 ,84.0718398,28.0550811,,
NIC Asia Bank Ltd,84.0716829,28.0559114,,
 ,84.0716099,28.0558918,,
Sikchhak Hit Bachat tatha Rid Sahakari Sanstha Ltd,84.6289972,27.9947311,,
Cosmos Development Bank Ltd,84.6260731,27.9935337,,
 ,84.6254497,27.996803,,
 ,84.6247872,27.9975716,,
 ,84.6264481,27.9928835,,
Gandaki bachat tatha rid sahakari sastha,84.5937635,27.9707206,,
Rastriya Banijya Bank,84.5370748,27.9013557,,
Gandaki Bikash Bank Ltd,84.6261515,27.9934334,,
 ,84.6246686,27.9973762,,
Prime commercial bank,84.626516,27.9929201,,
 ,84.537213,27.9014575,,
Everest Bank Ltd,84.6254381,27.996761,,
 ,84.537099,27.901367,,
 ,84.5366417,27.9014245,,
Siddhartha Bank Limited,83.9568693,28.2096533,,
 ,84.4941281,27.5798573,,
Madi+AC0-Seti Saving +ACY- Credit Co+AC0-operative Ltd,84.2689569,27.9763307,,
Suryamukhi Co+AC0-operative Ltd.,84.2696915,27.9774403,,
Mukti Nath Bikash Bank,84.2668237,27.9738712,,
 ,81.6306098,28.5928267,,
 ,85.5527113,27.620694,,
Birauta Saving +ACY- Credit Cooperative,83.9694744,28.1917642,,
Sitalaa Saving +ACY- Credit Cooperative,83.9708322,28.1914297,,
Barahi Saving +ACY- Credit Cooperative,83.9710626,28.1915054,,
Taksar Saving +ACY- Credit Cooperative,83.9719918,28.1920959,,
 ,85.3146627,27.6745682,,
Sital Saving +ACY- Credit Cooperative,83.9551429,28.1911293,,
Chorepatan Saving +ACY- Credit Cooperative,83.9526174,28.1917208,,
Indreni Saving +ACY- Credit Cooperative,83.958739,28.1891548,,
Gupteshwor Mahila Saving +ACY- Credit Cooperative,83.958479,28.1892888,,
Muktinath Bikash Bank Limited,83.9582564,28.189388,,
Lumbini Bikas Bank limited,83.9585087,28.1896269,,
Kristi Pokhara Milan Saving +ACY- Credit Cooperative,83.9577262,28.1899125,,
Bihani Saving +ACY- Credit Cooperative,83.9704474,28.192006,,
Saptarangi Saving +ACY- Credit Cooperative,83.9667256,28.1910657,,
Raniban Saving +ACY- Credit Cooperative,83.9708157,28.2006158,,
Chapapani Saving +ACY- Credit Cooperative,84.0000363,28.2185081,,
Siddhartha Cooperative,84.0015218,28.2176607,,
Dudhpokhari Saving +ACY- Credit Cooperative,84.0030573,28.2165078,,
Sangri+AC0-La Development Bank Limited,84.0095268,28.2135044,,
 ,84.0214239,28.2161414,,
Kamal Pokhari Saving +ACY- Credit Cooperative,84.0177339,28.2158072,,
NCC Bank Bank Limited,84.0157638,28.2150817,,
Kailash Bikash Bank Limited,84.0128637,28.2140745,,
The Gurkhas Saving +ACY- Credit Cooperative,83.9941169,28.2081285,,
 ,85.3108346,27.7035855,,
 ,85.3119534,27.7032736,,
 ,85.311922,27.7032775,,
 ,85.3110666,27.7018987,,
 ,85.3104011,27.7018344,,
Mega Saving +ACY- Credit Cooperative,84.0500051,28.1743469,,
Welcome Saving +ACY- Credit Cooperative,84.0205247,28.1944472,,
Pokhara Finance Limited,84.0117888,28.1998964,,
Machhapuchchre Bank Limited,84.0493467,28.1755148,,
Satya Saving +ACY- Credit Cooperative,84.029678,28.1911553,,
 ,85.3082472,27.7105976,,
Nepal Bank Limited,85.3146947,27.7107162,,
 ,85.9279697,26.7235012,,
 ,85.3191911,27.6922959,,
Dhungesangu Saving +ACY- Credit Cooperative,83.9900358,28.1781699,,
NMB Bank Limited,84.0440786,28.144059,,
NCC Bank Limited,84.0440522,28.1439816,,
 ,85.3380363,27.6980325,,
Sishuwa Women Saving +ACY- Credit Cooperative,84.0838751,28.1646339,,
Taal Nagari Krisi Saving and Credit Cooperative,84.0893372,28.1642307,,
Shree Indra Baraha Agriculture Cooperative,84.0955336,28.1310997,,
Gagangaunda Saving +ACY- Credit Cooperative,84.0921496,28.1158291,,
Laxmi Bank Limited,84.0097519,28.2018291,,
Nepal Bank Limited,0,banks.fid+AC0-49a111ac+AF8-16932994701+AF8-4b62,83.9899737,28.2270408
 ,85.3127872,27.7074277,,
Himalayan Bank Limited,85.3693288,27.6745583,,
 ,85.3693176,27.6745064,,
Agriculture Development bank Limited,85.3270143,27.6705399,,
 ,85.3098967,27.7019873,,
 ,85.3107842,27.7024178,,
 ,85.3090684,27.7026377,,
 ,85.2745322,27.6911094,,
 ,83.4654091,27.7037271,,
 ,83.4645969,27.6849801,,
 ,83.4655716,27.6998343,,
 ,83.4657207,27.699741,,
 ,83.4658401,27.6993306,,
 ,84.5061768,27.6840202,,
 ,85.313289,27.6981294,,
 ,85.3137292,27.705796,,
Laxmi Bank,85.3113833,27.7033195,,
Agricultural Development Bank,85.3113855,27.7032813,,
 ,85.3188797,27.6760871,,
Om Development Bank,83.9888477,28.2241024,,
Kamana Bikash Bank Limited,83.9892254,28.2240872,,
Siddhartha Bank Limited,83.9943573,28.2060598,,
 ,84.9004714,27.0112118,,
 ,85.3029122,27.7138486,,
Phoolbari Saving +ACY- Credit Cooperative,83.9986012,28.2332522,,
 ,84.4074781,27.6544962,,
