Name_of_Br,xcoord,ycoord
Sewaar,82.439111111,28.0349166670001
Gurje,82.433555556,28.035888889
Hapur,82.3882500000001,28.073
Patre,82.38075,28.0788055560001
Sangram,82.3575000000001,28.0985277780001
Chauwa,82.348944444,28.1075555560001
Gwar Khola -1,82.3329166670001,28.116833333
Gwar Khola -2,82.329944444,28.1184166670001
Ranighat,82.3223055560001,28.124027778
Bhurigaun Nahar,81.3224166670001,28.4498333330001
Nala-1,81.3173333330001,28.438472222
Jasti,81.3176666670001,28.4372777780001
Dhudari Khola,81.2848611110001,28.3730833330001
Nala-2,81.3215555560001,28.2318333330001
Sariu Khola,81.3281111110001,28.224527778
Surya Khola,81.3217222220001,28.1880555560001
Jharaniya Nala,81.0918055560001,28.421
Amila Baba Kuti Khola,81.6060000000001,28.099305556
Kiran Nala,81.586361111,28.1144722220001
Kiran Khola,81.586361111,28.1144722220001
Nala 1,81.5843055560001,28.1178055560001
Nala 2,81.5841111110001,28.1180833330001
Kedari Khola,81.5785555560001,28.1241944440001
Jethan Khola,81.5253888890001,28.1535000000001
Maan Khola,81.514388889,28.152194444
Nala 3,81.500722222,28.16675
Chapala Nala Khola,81.4854722220001,28.1816944440001
Midkiya Nala,81.4598611110001,28.188
Nala 4,81.4356111110001,28.1845277780001
Nala 5,81.3711111110001,28.1914444440001
Bhada Khola,81.3658333330001,28.1889166670001
Padle Khola,81.7692500000001,28.465361111
Lohare Khola,81.7875277780001,28.451583333
Nathne Khola,81.800361111,28.4453888890001
Jhigne Khola,81.8103055560001,28.446305556
Goche Khola,81.8335000000001,28.439611111
Botechaur Khola,81.8884444440001,28.4189166670001
Baluwa Sangrahi Khola,82.0008333330001,28.461361111
Bheri River Bridge,82.0288611110001,28.518555556
Chisapani Khola,82.002722222,28.606972222
Chedagad Khola,82.0376666670001,28.639694444
Parajuli Khola,81.661694444,28.760027778
Matela Khola,81.6808611110001,28.772694444
Lohare Khola bridge,81.7040000000001,28.828
Bagi Khola,82.5268611110001,27.8571944440001
Sano Khola,82.5321111110001,27.8459444440001
Rapti Khola,82.539222222,27.838638889
Sigra Khola,82.537,27.823027778
Parganda Khola,82.5391388890001,27.813
Sauri Khola,82.5694166670001,27.7553055560001
Jamunibas Khola,82.5688611110001,27.751027778
Khahare Khola,82.5706111110001,27.745416667
Padu Khola,82.289861111,28.132472222
Gatte Khola,82.270527778,28.131666667
Maiyaun,82.2232777780001,28.121055556
Bagar,82.208027778,28.120777778
Chisapani,82.150833333,28.161777778
Chayate,82.1454444440001,28.181583333
Twang,82.0964166670001,28.2350555560001
Sharada nadi,82.0595555560001,28.2755000000001
Bageshwori Nala,81.6073333330001,28.0625833330001
Duduwa Khola,81.7043611110001,28.066333333
Rapti River,81.714805556,28.066361111
2-cell,81.8348333330001,27.904972222
3-cell,81.879138889,27.8839166670001
Badki suiya Khola,81.919,27.8700000000001
Babai Sakha Nahar,81.513861111,28.244666667
Sattari Jethan Nala,81.483222222,28.206611111
Piparahawa Nala,81.4807222220001,28.1864166670001
Nahar-1,81.236555556,28.4146666670001
Nahar-2,81.248222222,28.436194444
Panphekuwa Khola,81.258611111,28.435972222
Jarahi Khola,81.265194444,28.4666111110001
Githe Khola,81.2655861110001,28.463758333
Biureni Khola-2,81.4392500000001,28.762194444
Nala,81.324361111,28.4540555560001
Uttarganga Khola,81.514388889,28.6468055560001
Sewar Khola,82.484888889,28.050361111
Chakre Khola,82.4821666670001,28.2551388890001
Tribeni\Siban Khola,82.4977777780001,28.280611111
Karnali River,81.1191666670001,28.4730277780001
Baula Khola Bridge,81.2801944440001,28.6426388890001
Dry Nala,81.2790555560001,28.6418333330001
Dry Nala 2,81.2774166670001,28.6405
Dry Nala 3,81.2765555560001,28.6398611110001
Dry Nala 4,81.2760277780001,28.639472222
Dry Nala 5,81.273666667,28.6375833330001
Dry Nala 6,81.27025,28.635555556
Dry Nala 7,81.2667777780001,28.633805556
Dry Nala 8,81.262694444,28.6316944440001
Dry Nala 9,81.2594444440001,28.629972222
Dry Nala 10,81.2550000000001,28.6274722220001
Dry Nala 11,81.2533888890001,28.626527778
Dry Nala 12,81.2517222220001,28.6255833330001
Dry Nala 13,81.249583333,28.624388889
Dry Nala 14,81.246,28.622361111
Dry Nala 15,81.2438611110001,28.6211666670001
Dhobiniya Khola Bridge,81.190694444,28.621
Dry Nala 16,81.186833333,28.621527778
Rora River Bridge,81.1480000000001,28.6298055560001
Chori River Bridge,81.1075000000001,28.64225
Charela Khola Bridge,81.090055556,28.6468055560001
Pathariya Khola,81.074361111,28.6511944440001
Karha Khola Bridge,81.024194444,28.6627500000001
Suktikada Khola Bridge,80.994861111,28.6693333330001
Doda River,80.9557777780001,28.677611111
Ghodaghodi Khola,80.9359444440001,28.6894444440001
2 Cell Slab,80.9334166670001,28.6909166670001
Kandra River Bridge,80.9074722220001,28.697388889
3 Cell Slab,80.8976944440001,28.6993055560001
Amkhaiya -1,80.873472222,28.713666667
Amkhaiya-2,80.8708055560001,28.715527778
Kateni Khola,80.853388889,28.7235277780001
Badka Khola Bridge,80.844305556,28.7251944440001
Likma River Bridge,80.82325,28.728638889
Amkhaiya Khola Bridge,80.7806944440001,28.742416667
Gauri Ganga Bridge,80.7587500000001,28.754083333
Chanaura Khola Bridge,80.7466944440001,28.763333333
2 Cell Slab,80.7411111110001,28.772555556
Chaumala River Bridge,80.7325277780001,28.7790277780001
ShivGanga River Bridge,80.7023611110001,28.790055556
Khutia River,80.633555556,28.7943611110001
Hardia Khola,80.6115,28.8017694440001
Gardhobi Khola,80.596944444,28.8061666670001
Gayamadi Khola,80.5926388890001,28.807638889
Manhara River,80.583638889,28.812694444
Biyar Khola,80.5756944440001,28.8139166670001
Narmada Ganga River,80.5648611110001,28.8133611110001
Godabari River,80.5423611110001,28.812166667
Mohana River,80.515,28.8248055560001
Baluwa Khola,80.4810000000001,28.8376666670001
Amkhaiya Khola 1,80.4476111110001,28.8474444440001
Amkhhaiya-2,80.4402777780001,28.850305556
Donda River,80.4349722220001,28.8523888890001
Band River,80.4161111110001,28.866833333
Banara River,80.396944444,28.887694444
Sunbara River,80.3498888890001,28.9020555560001
Syali River,80.3276111110001,28.9157777780001
Radha River,80.2948888890001,28.9336666670001
Pathariya River,80.2853888890001,28.9372777780001
Daiji Khola,80.2667777780001,28.9473611110001
Chaudhar Khola,80.2544722220001,28.9511666670001
Slab Bridge,80.240416667,28.952472222
Slab Bridge-2,80.2226388890001,28.958333333
Suda Chok Khola,80.2191666670001,28.959444444
Kangla River,80.209972222,28.9623888890001
Bhasi River,80.197527778,28.966444444
Bhansi Khola,80.190694444,28.9687500000001
Canal Crossing,80.1713888890001,28.9752777780001
Bangaun Khola,80.147277778,28.983722222
Bhujela River,80.1300000000001,28.990111111
Mohana River Bridge,80.5511666670001,28.6928888890001
Bhansar Kulo,80.554833333,28.6950833330001
Geta Khola,80.5535555560001,28.7803888890001
Manhara Bridge,80.550166667,28.787527778
Skew Bridge River,80.5625833330001,28.839555556
Skew Bridge 2 River,80.5706666670001,28.8702500000001
Chudepani Khola,80.5723611110001,28.871
Godabari Bridge,80.5879166670001,28.8823055560001
Ningladi Khola,80.6065,28.949138889
Surnaya Gad River,80.555722222,29.469194444
Dhik Gad Bridge,80.493777778,29.610111111
Jamadi Gad River,80.5120555560001,29.634138889
Chameliya River Bridge,80.5441388890001,29.667027778
Bhartawagad,80.433305556,29.7525277780001
Kankadi Gad,80.4473888890001,29.7980000000001
Thaligad,80.4943333330001,29.7921111110001
Randuwa Gad River,80.668805556,29.3053055560001
Korail Bridge,80.7512222220001,29.307138889
Golmagad River,80.8033888890001,29.297861111
Lohakhadi Bridge,80.8557222220001,29.2845
Pachnalay Khola,80.866305556,29.2710000000001
Kalagad River Bridge,80.9037500000001,29.2464166670001
Gudi-Bagh Khola,80.9042777780001,29.237611111
Bhageshwor Khola,80.907333333,29.236722222
Samuhagad Khola,80.924027778,29.245527778
Seti River Bridge,80.9450833330001,29.25325
Dwari Khola,80.9455555560001,29.2547222220001
Bangtada Khola,80.95525,29.263222222
Karha Bridge,81.0027138890001,28.4732500000001
Gauri Khola,81.0208055560001,28.469555556
Pathariya,81.0298333330001,28.4643055560001
Kalo Pul Bridge,80.5704166670001,28.7017500000001
Kailali Pul Bridge,80.5800833330001,28.704638889
Main Road Khola,80.592805556,28.7000833330001
Seto Pul Bridge,80.5987805560001,28.7006388890001
Kaani Khola Bridge,80.6398055560001,28.6870277780001
Kaneri Khola Bridge,80.6675277780001,28.675416667
RCC Slab Bridge,80.679055556,28.64975
Ghuraha River Bridge,80.7414722220001,28.5879722220001
Hasuliya Khola Bridge,80.7630833330001,28.5818333330001
Surmi Nala Bridge,80.786722222,28.5717222220001
Small Doda Khola Bridge,80.3921111110001,28.685777778
Small Doda Khola -1 Bridge,80.481527778,28.666222222
Donda River Bridge,80.4973055560001,28.6693333330001
RCC Slab Bridge,80.5173611110001,28.681527778
Canal crossing Bridge,80.3027500000001,28.776722222
Bharandi Khola Bridge,80.3159166670001,28.734611111
Khapti Khola Bridge,80.324083333,28.6916944440001
Chipee Khola Bridge,81.2182500000001,29.233111111
Kailash Khola Bridge,81.2605,29.163361111
Khargaur kulo Bridge,81.1322500000001,28.5946666670001
Pathariya kulo Bridge,81.13325,28.592055556
Kulariya kulo Bridge,81.122972222,28.581388889
Kulariya Khola Bridge,81.115777778,28.569388889
Bijuliya River Bridge,81.1075277780001,28.557888889
Jamara River Bridge,81.1182777780001,28.5355555560001
Gyani Kulo Bridge,81.1182500000001,28.523916667
Lamki pul Bridge,81.110361111,28.511361111
Asneri Taal Bridge,81.1016388890001,28.50275
Rani kulo Bridge,81.075027778,28.467472222
Kalanga gad,80.8951666670001,29.494083333
Juligad,80.9891388890001,29.471694444
Tarugad,81.0508333330001,29.490019444
Bhagute Khola,81.079388889,29.497083333
Kachali Khola,81.1453888890001,29.521916667
Bhahuligad,81.1959444440001,29.556833333
Phulout Gad,81.0532777780001,29.2812500000001
Gandigad,81.0542777780001,29.279972222
Prabhali Gad Bridge,81.2060555560001,29.234777778
Budhi-Ganga Bridge,81.2200000000001,29.250777778
Jijadi Gad Bridge,81.2214166670001,29.2597500000001
Ardola River,81.249888889,29.286694444
Igadi Gad River,81.2639166670001,29.309833333
Barju-Gad Khola,81.323027778,29.3489083330001
Gui Gad River,81.3504722220001,29.3733888890001
Jharan Khola,81.0338055560001,28.437388889
Khakraula Bridge,81.036166667,28.4303333330001
RCC Slab Bridge(Thapapur),81.0041944440001,28.5174166670001
Dundra Khola Bridge,81.0003611110001,28.5111666670001
Kandha River Bridge,80.994361111,28.5085
Rapti Kulo Bridge,80.9793333330001,28.491305556
Thuli Gad,80.7380277780001,29.0100833330001
Kapadi Gad,80.7492500000001,29.007083333
Chitaura Nala Bridge,80.3633888890001,28.8853611110001
RCC Slab Nala-1,80.360111111,28.853666667
RCC Slab Nala-2,80.3621111110001,28.8172500000001
Aadra Khola Bridge,80.3571111110001,28.8125000000001
Syali River Bridge,80.3533055560001,28.8103611110001
RCC Slab Nala-3 Bridge,80.3512222220001,28.8092222220001
Syali River Bridge,80.3594166670001,28.702972222
Majghad,80.5365833330001,29.4607222220001
Kulariya River Bridge,81.1046388890001,28.565972222
Rora Khola Bridge,81.1030555560001,28.5826388890001
Chori River Bridge,81.078305556,28.605138889
Mechi,88.169,26.6440000000001
Kali Khola,88.1490000000001,26.648
Pali Khola,88.14,26.65
Ninda Khola,88.1200000000001,26.66
Timai,88.0988611110001,26.6596388890001
Nagardubba,88.086083333,26.656138889
Dhukure,88.08,26.655027778
Hadiya,88.075472222,26.65475
Raspandi,88.0642500000001,26.653388889
Phulbasa,88.0585833330001,26.653583333
Debniya,88.0310555560001,26.649805556
Rekha,88.0182777780001,26.649416667
Aaduwa,87.989916667,26.6426666670001
Ghagra,87.9525000000001,26.640833333
Biring,87.93825,26.6405
Surunga,87.9043888890001,26.643638889
Kankai,87.8766944440001,26.6524166670001
Hundrunge,87.8627500000001,26.6587500000001
Sukhani-1,87.8539166670001,26.6582222220001
Sukhani-2,87.8522222220001,26.657222222
Sukhani-3,87.8504444440001,26.655638889
Bhalu Khola,87.8487500000001,26.654194444
Jharana-1,87.8343055560001,26.6501944440001
Jharana-2,87.8305833330001,26.6493333330001
Dudhe - 1,87.8248055560001,26.6481388890001
Dudhe - 2,87.8232222220001,26.647777778
Satasi,87.8153888890001,26.645805556
Jhiljile,87.8071388890001,26.6434722220001
Kamal,87.785138889,26.650527778
Kerakha,87.7656111110001,26.6487777780001
Chyangri,87.7620277780001,26.649527778
Dhangre,87.7539166670001,26.6513055560001
Geuria,87.7271666670001,26.657611111
Ratuwa,87.708333333,26.6530000000001
Dhardhare,87.665638889,26.662277778
Betani,87.662333333,26.662555556
Bhutre,87.649694444,26.663333333
Mawa,87.643361111,26.6637777780001
Mawa Branch,87.6408638890001,26.6638333330001
Bakra,87.61575,26.663361111
Solti,87.6072500000001,26.6652500000001
Sanjhora,87.5881944440001,26.6596111110001
Pathariya,87.5567222220001,26.661111111
Dans,87.5435833330001,26.6607222220001
Morangi,87.5367500000001,26.6607500000001
Chisang 1,87.4936111110001,26.658888889
Chisang 2,87.489583333,26.6588611110001
Chisang Bhangabari,87.447694444,26.658333333
Betna,87.4298055560001,26.658888889
Lohendra,87.410861111,26.660416667
Lalbhitti,87.400277778,26.6657777780001
Sukuna Paini,87.3898333330001,26.6685
Sukuna,87.3887222220001,26.6686388890001
Jharana,87.3736111110001,26.669277778
Madhyali,87.350333333,26.662027778
Mada,87.347833333,26.6612777780001
Malati,87.3348333330001,26.6584722220001
Trijuja Ganeshpur,87.3268611110001,26.6584722220001
Gachhiya,87.318305556,26.658583333
Budhi,87.2871111110001,26.6594166670001
Tengra,87.278611111,26.662
Kheti,87.268333333,26.664472222
Devi Khola,87.242361111,26.6722222220001
Pakali,87.223444444,26.6780833330001
Chatara Canal,87.2054166670001,26.672083333
Jorti,87.167055556,26.6216944440001
Sunsari,87.1292222220001,26.6043888890001
Sukesena,87.1060277780001,26.6015555560001
Khuniya,87.0725833330001,26.6001944440001
Jharuwa - 1,87.058222222,26.599222222
Jharuwa - 2,87.0569722220001,26.599222222
Jamuwa Dhar,87.039777778,26.5981944440001
vanta Bari Khola,86.9662222220001,26.523638889
Sapta Koshi Canal,86.9393055560001,26.523638889
Koshi Barrage,86.9317500000001,26.523111111
Koshi Canal,86.9222888890001,26.5294555560001
Koshighat,86.891972222,26.5500555560001
Portaha,86.8879166670001,26.561611111
Gid Khola - 1,86.8915277780001,26.568833333
Gid Khola - 2,86.8929166670001,26.573277778
Mahuli - 1,86.8956944440001,26.580444444
Bhairawa,86.898638889,26.5875833330001
Sundari - 1,86.9004166670001,26.6064166670001
Sundari Branch,86.9110833330001,26.6291944440001
Chandra canal,86.906944444,26.6353611110001
Sundari,86.88525,26.6453333330001
Bavana,86.862333333,26.6423611110001
Bhaguwa,86.8544166670001,26.643916667
Bandh Khola,86.8434444440001,26.644944444
Rai Khola,86.8417777780001,26.6451111110001
Murkutuwa,86.8370555560001,26.6455
Dumarjou - 1,86.8323055560001,26.6456944440001
Dumarjou - 2,86.832277778,26.6456666670001
Mahuli,86.8184166670001,26.6453611110001
Amsote,86.7905555560001,26.633194444
Gehari,86.7756944440001,26.6296944440001
Dumarjor,86.769694444,26.628222222
Behai,86.7632500000001,26.626555556
Dudhela,86.7368888890001,26.624916667
Khando,86.727861111,26.62625
Tarkana - 3,86.6830000000001,26.6331111110001
Tarkana - 1,86.6783888890001,26.6336388890001
Tarkana - 2,86.6795000000001,26.6334444440001
Phapi,86.6616666670001,26.635805556
Deodhar,86.650916667,26.6369444440001
Lakeshar,86.634388889,26.63895
Kharak,86.6179444440001,26.643083333
Chapin - 1,86.6091388890001,26.645861111
Chapin,86.5965,26.6515000000001
Singeshra,86.5814444440001,26.6582222220001
Amaha,86.5677777780001,26.663083333
Patharwa - 1,86.560222222,26.667916667
Patharwa - 2,86.5575000000001,26.670083333
Suranga,86.540111111,26.683222222
Birdhana,86.537027778,26.6860833330001
Balan,86.511583333,26.7011944440001
Saraswati,86.4317500000001,26.7304444440001
Baburam,86.400027778,26.7554166670001
Patharia - 2,86.3724444440001,26.7755000000001
Kasaha,86.3633611110001,26.7791111110001
Gagan - 1,86.355083333,26.7838055560001
Gagan - 2,86.3525000000001,26.7846666670001
Satpatre,86.342555556,26.787916667
Mainabati,86.3159444440001,26.7999444440001
Ghurmi,86.275305556,26.816583333
Bataha,86.265805556,26.8239444440001
Jiba,86.2389444440001,26.833583333
Mainabati - 2,86.2325277780001,26.835222222
Tetariya,86.2297777780001,26.8360000000001
Dibha,86.210583333,26.845305556
Bhalu,86.2051944440001,26.8507777780001
Sukhalaha,86.2020000000001,26.8560000000001
Bagaha,86.199972222,26.855861111
Bhedhawa,86.184861111,26.8706388890001
Bhulkiya,86.1758611110001,26.8780833330001
Ghatiya,86.1694166670001,26.88025
Baraha,86.1668333330001,26.8811388890001
Kamala Canal,86.151388889,26.883888889
Kamala,86.1431388890001,26.878805556
Amal Khutta,88.0074444440001,26.400583333
Budhjora,88.0290833330001,26.4200277780001
Siso Khola,88.0404166670001,26.4346944440001
Maharani,88.0703611110001,26.477916667
Devniya Branch,88.0700555560001,26.4989722220001
Devniya,88.0696944440001,26.5006111110001
Aapgachhi nadi,88.081694444,26.5117777780001
Jhilmile,88.0849166670001,26.524527778
Sangam chock ko pul,88.0869166670001,26.551305556
Singribhitta,88.0754166670001,26.5966388890001
Charali,88.0546861110001,26.6490000000001
Jhilmile Khola,88.048527778,26.6930833330001
Hardiya - 1,88.0505000000001,26.7277500000001
Hardiya - 2,88.05125,26.7289166670001
Mai Khola,87.9282222220001,26.884722222
Puwa,87.898388889,26.987833333
Nibuwa Khola,87.819138889,27.0499722220001
Hengwa,87.762194444,27.165083333
Kaveli,87.720638889,27.285916667
Khahare,87.7214166670001,27.291944444
Khokse,87.6902777780001,27.3226388890001
Budhi Bridge,87.2794166670001,26.559305556
Nahar (Saptakoshi),87.2731666670001,26.6238888890001
Seuti,87.288944444,26.7578055560001
Nisane,87.3003611110001,26.848694444
Bataha,87.3228333330001,26.8921111110001
Ghante,87.3193055560001,26.894944444
Makhwa,87.3100833330001,26.903055556
Garduwa,87.3055277780001,26.9063333330001
Kharane,87.3087222220001,26.909777778
Loeti,87.311916667,26.9149166670001
Tamor,87.3016388890001,26.928472222
Raduwa,87.3195555560001,26.9657222220001
Patle,87.3158611110001,26.979305556
Bakhre,87.3223055560001,26.985361111
Suklam,86.5335000000001,26.7271111110001
Chahaka Bridge,86.5353888890001,26.7352500000001
Sisubari,86.5739722220001,26.784277778
Jaljale,86.634111111,26.796527778
Marwahi,86.6414444440001,26.7961111110001
Deuri Khola,86.6531388890001,26.7938611110001
Bagaha,86.6560000000001,26.7930000000001
Khaseet Khola,86.6723055560001,26.7852500000001
Triyuga,86.6933888890001,26.783166667
Anderi Bridge,86.743472222,26.922055556
Mechi Bridge,88.0985000000001,26.541944444
Bagdogra,88.0673611110001,26.534
Deoniya,88.0531388890001,26.530861111
Deoniya Holi,88.050166667,26.530027778
Bhusidi,88.0412777780001,26.5286944440001
Danfu,88.0310277780001,26.526666667
Kajala Khola,88.0170277780001,26.5187777780001
Paini,87.9431666670001,26.5053611110001
Gauriya,87.7079444440001,26.4659444440001
Ratuwa Khola,87.6669166670001,26.4590555560001
Budi Bhakra,87.6220277780001,26.445805556
Kajala Khola,87.619861111,26.445694444
Berang,87.5971388890001,26.4483333330001
Larikatti,87.589194444,26.4568333330001
Bakraha,87.5795555560001,26.453
Dainiya Branch,87.5578888890001,26.453055556
