Name_of_Br,xcoord,ycoord
Jalad,85.9675833330001,26.775805556
Jagdhar,86.017277778,26.8100000000001
Ban Ganga,86.0577222220001,26.8323611110001
Jalad,85.9245000000001,26.670694444
Jamuni,85.934583333,26.615416667
Dudhmati,85.9061944440001,26.7285000000001
Kochi,85.8667500000001,26.725111111
Bighi,85.8465277780001,26.727555556
Ratu,85.7852222220001,26.7419444440001
Bighi,85.8821111110001,26.7728888890001
Gerukhi,85.8629444440001,26.7991388890001
Ratu,85.838583333,26.8046944440001
Ankuse,85.8233888890001,26.813833333
Janga,85.7845555560001,26.823527778
Gerukhi,85.7799166670001,26.755694444
Ratu,85.7877500000001,26.665861111
Darahara,85.5190833330001,27.083888889
Soti,85.4734444440001,27.0100833330001
Manusmara,85.4670000000001,26.962
Chiptaha,85.1649166670001,26.985111111
Jitpur,85.2104166670001,27.4291944440001
Simat,85.211388889,27.4291944440001
Phirke,85.2293611110001,27.4266388890001
Bagmati,85.2468888890001,27.478694444
Sugauro,85.2000000000001,27.606
Kulekhani,85.1553611110001,27.5859722220001
Chisapani,85.1297777780001,27.5469166670001
Aankhu Khola,84.8282500000001,27.993722222
Budhi Gandaki,84.816027778,28.045638889
Chitrashari,84.5042777780001,27.596777778
Mainaha,84.505472222,27.5957500000001
Canal1,84.361194444,27.657027778
Bethali,84.2341388890001,27.5756388890001
Kerung,84.3003333330001,27.572972222
Sirubari,86.179,27.357
Likhu,86.218083333,27.3496666670001
Bal Ganga,86.076916667,26.8338055560001
Yaaka -Khusi Bridge,85.177638889,27.656722222
Khahare Khola,85.2488333330001,27.910666667
Dharkhu Khola,85.3044444440001,27.927388889
Ghatte Khola Bridge,85.343972222,27.923972222
Jaya Shree Khola,84.374638889,27.7070833330001
Kichkini Khola,84.357666667,27.707722222
Smriti Bridge,84.3315555560001,27.702472222
Beldiya Bridge,84.2763611110001,27.6866666670001
Jharahi Khola,84.2526388890001,27.686194444
Mukunde Bridge,84.22425,27.680944444
Baulaha Khola,84.213611111,27.6719444440001
Lokaha Khola,84.1723055560001,27.664
Kawashoti,84.1010277780001,27.6308888890001
Murali Khola,84.0842500000001,27.623194444
Patthar Khola,84.0173611110001,27.6108333330001
Girwari Bridge,84.0150555560001,27.614916667
Gadar Khola,83.962,27.614
Arun Khola,83.955277778,27.6144722220001
Sanu Khahare,83.941027778,27.6089166670001
Khahare Khola,83.930722222,27.604305556
Thulo Khahare,83.9163611110001,27.6030000000001
Binai Khola,83.8766666670001,27.585222222
Jyamire Khola,83.8669166670001,27.582722222
Khorsani -1,83.820222222,27.555444444
Khorsani -2,83.8200555560001,27.5558055560001
T.C.N Khola,83.7982500000001,27.5542222220001
Bisaya,83.7957500000001,27.5555555560001
Khahare Khola 1(Marcha Khola),83.7852777780001,27.556888889
Khahare Khola 2(Chisapani),83.7777222220001,27.557611111
"Alaulia Khola,London bridge",83.7673611110001,27.5611666670001
Bhaluhi Khola,83.716972222,27.5653333330001
Bhumahi,83.6980833330001,27.5787222220001
Hardiya Khola 3(Badera Khola),83.693277778,27.583333333
"Hardiya Khola 2(Bridge No. 14, Badera 2)",83.6821388890001,27.5903888890001
"Hardia Khola 1(Kirtipur Bridge,)",83.6805555560001,27.591444444
Somnath,83.6578055560001,27.604777778
Turiya Khola,83.63475,27.6086388890001
Dry Nala (Badkatta),83.6275833330001,27.6125277780001
Nala (Andheri /Tapahu Khola),83.6191944440001,27.616861111
Nala(Bridge No. 12 ),83.615111111,27.623694444
Nala(Samaitola Khola),83.6080555560001,27.632361111
Dry nala(Sanu Khola),83.6008611110001,27.639722222
Kacharar Khola,83.5988888890001,27.6407222220001
Nala(khaireni Khola),83.5853333330001,27.649416667
Ghodaha Khola,83.5761666670001,27.6540277780001
Jaluke Khola,83.5655,27.6584444440001
5 No. Khola,83.5518888890001,27.6540000000001
Bhalubai Khola,83.5383055560001,27.653138889
Rohini Khola,83.529805556,27.656722222
Unknown,83.500194444,27.6668888890001
Sukhaura Khola,83.4924722220001,27.6727777780001
Tinau Khola,83.4626111110001,27.703861111
Sub way Bridge.,83.459272222,27.704191667
Guhye Khola (Jitgadi Khola),83.4570833330001,27.704444444
Narshing Khola(Dry Nala),83.455527778,27.704361111
Dry Nala,83.452444444,27.700777778
Dry Nala,83.45225,27.700277778
pakhapani Khola,83.4516944440001,27.6984166670001
satgadi no 1,83.406722222,27.6861666670001
satgadi no 2,83.4040555560001,27.6863888890001
soila river,83.3931944440001,27.684
Rajpur Khola,83.390027778,27.683694444
bamaha Khola,83.3855,27.6825000000001
Ghamaha Khola,83.3335277780001,27.6881666670001
Tulbuliya,83.330888889,27.6885
marthirwa Khola,83.322138889,27.688472222
meghawa Khola,83.3191944440001,27.688194444
inguria nadi,83.302416667,27.6892500000001
Banarhwa Nadi,83.2974722220001,27.6888888890001
Dry Nala,83.2922222220001,27.6911388890001
Pahila Nadi,83.2662500000001,27.7029166670001
Dry Nala,83.265055556,27.7025833330001
Kanchan bridge,83.2628611110001,27.7010000000001
Kothi river,83.229,27.6936666670001
Gageda Khola,83.181555556,27.687333333
Banganga,83.1644722220001,27.6917500000001
Kaila Khola,83.118222222,27.6795000000001
Balhundra Khola,83.0982777780001,27.676527778
Harkon Khola,83.077527778,27.673166667
Dry Nala,83.0609166670001,27.6699444440001
Kundra Khola,83.0583888890001,27.6690833330001
Ghorai Nala Khola,83.0299166670001,27.658888889
Dry Nala,82.9996666670001,27.655583333
Belwagardwa nadi.,82.99625,27.657861111
Agiya Nala (Dumara nala),82.9826944440001,27.6598888890001
Kusma Nala,82.977027778,27.6595833330001
Dry Nala,82.9196666670001,27.649416667
Bel nadi,82.9104166670001,27.6501388890001
jawai Khola,82.9102222220001,27.6489444440001
Dry Nala (Irrigation canal),82.8979166670001,27.6431111110001
Dry Nala (Banatiya Nala),82.889416667,27.6439722220001
Jangali Khola,82.847277778,27.7554166670001
Chor Khola,82.8462777780001,27.7595000000001
Dry Nala (Thade Khola),82.8435555560001,27.759694444
Dry nala,82.84,27.762111111
Mama Khola,82.838388889,27.763861111
Kaila Khola,82.8412222220001,27.7656111110001
Dry nala,82.8388055560001,27.767777778
Surai naka,82.8374444440001,27.769083333
Nala no. 1,82.8342500000001,27.771138889
Tintre Khola(Nala no.2),82.835027778,27.7735555560001
Nala no.3,82.8281388890001,27.7763055560001
Dry Nala no. 4,82.821611111,27.7756666670001
Dhan Khola,82.8053611110001,27.780666667
Trisuli River (Mugling bridge),84.554916667,27.8538888890001
Ruwa Khola,84.540333333,27.875722222
Adheri Khola 1,84.537833333,27.899722222
Khahare Khola,84.5302222220001,27.9096666670001
Khani Khola,84.5025000000001,27.91175
Sakhaura Khola,84.4774444440001,27.9297500000001
Kundi Khola(Baradi Khola ),84.472055556,27.9333333330001
Adheri Khola,84.456083333,27.9406111110001
Boke Khola,84.434583333,27.946916667
Badh Khola(Dhapre Khola ),84.4151944440001,27.952138889
Khahare Khola,84.4017500000001,27.968166667
Nala Khola,84.4017777780001,27.968166667
Sathi mure (Chaubise Khola),84.3728888890001,27.977861111
Muse Khola,84.293472222,27.986027778
Bulbi Khola,84.2721666670001,27.981277778
Madi Khola,84.2628888890001,27.9800277780001
Saat mure Khola,84.1947777780001,27.9835
Thade Khola,84.1836944440001,27.988805556
Samdi Khola,84.1750000000001,27.993
Magdi Khola,84.117333333,28.0212222220001
Mul Khola,84.1171944440001,28.016888889
Phedi Khola,84.1145000000001,28.0209444440001
Kumle Khola,84.100916667,28.0248888890001
Rudi Khola,84.0701666670001,28.0645555560001
Hadeli Khola,84.0700000000001,28.070472222
Kotre Khola,84.0816111110001,28.0929166670001
Bijayapur Khola.,84.0277777780001,28.1934166670001
Seti Khola pul,83.989277778,28.2079166670001
Danda Bridge,83.461166667,27.487833333
Chattis Khola,83.464777778,27.6679444440001
Chidia Khola,83.4685833330001,27.7212777780001
Dovan Khola(Bismile pul ),83.4687777780001,27.7453611110001
Bhoot Khola,83.475666667,27.745666667
Dumre gaira Khola,83.4852777780001,27.7455277780001
Aam Khola,83.491805556,27.7463888890001
Jimere Khola,83.4945000000001,27.747944444
Jhumsa Khola,83.498805556,27.749611111
Sisne Khola,83.5049722220001,27.7514722220001
Dumre Khola,83.5275,27.796194444
Aagaha Khola,83.650888889,27.8655555560001
Ramdi pul,83.6371111110001,27.894694444
Upsa Khola,83.630777778,27.9004722220001
Kaligandaki Bridge,83.6328611110001,27.902722222
Karadi Bridge,83.7115277780001,27.9550833330001
Galaudi-Khola,83.7195833330001,27.9727222220001
Madhi Bridge,83.748194444,27.9693611110001
Dhade Khola,83.7527500000001,27.973638889
Gedi Khola,83.759083333,27.9793888890001
Mirdi Khola,83.77025,27.985666667
Aarmadi Khola,83.7809166670001,27.9935833330001
Changchangdi Bridge,83.7813888890001,28.010277778
Khadi Khola,83.788138889,28.03175
Gyabdi Khola,83.7896666670001,28.039194444
Hardas Khola,83.8225833330001,28.060166667
Jyadh Khola,83.8267777780001,28.072111111
sumare Khola,83.8417777780001,28.0796111110001
Rang Khola,83.848388889,28.084777778
Araudi Khola,83.876055556,28.099305556
Bad Khola,83.8756666670001,28.108138889
Budi Khola.,83.8756666670001,28.1118611110001
Chhore Khola,83.876,28.1510000000001
Phedi Khola,83.8836666670001,28.1548611110001
Besare Khola(Murge Khola),83.8909722220001,28.1672222220001
Dharadi Khola,83.8932777780001,28.173111111
Mulabari Khola,83.8936944440001,28.175361111
Phosre Khola(Skew Bridge),83.895333333,28.1961388890001
Thulunga Khola,83.8962500000001,28.198583333
Ghola Khola,83.6924722220001,27.5253611110001
baluwai Khola,83.7012500000001,27.5240000000001
Ganga sagar,83.72875,27.519666667
Pipara Khola,83.7349722220001,27.5179166670001
Hulasi Khola,83.7430000000001,27.516666667
Bhataulia Khola,83.751333333,27.508055556
Banganga,82.9920000000001,27.549
Kanchaniya bridge,82.9033055560001,27.5482777780001
Kaligandaki pul,83.61625,28.2564444440001
Kathe Khola Pul,83.535083333,28.2670555560001
Gaura Khola,83.6641388890001,28.2151111110001
Dram Khola,83.4088611110001,28.2092777780001
Giringi Khola,83.2823888890001,28.1914166670001
Nohora Khola,83.2396944440001,28.2224166670001
Bhimgisthe Khola,83.179888889,28.277277778
Makar Khola,83.793111111,27.535666667
Kulo,83.7865555560001,27.513361111
Khajura Bridge,83.8016388890001,27.4624166670001
Birta Nala,83.8050833330001,27.462444444
Chamar Ghatuwa,83.81125,27.4596666670001
Singahawa,83.819166667,27.4596111110001
Pratappur canal,83.8213611110001,27.458333333
Hume pipe Culvert,83.689638889,27.4526111110001
Jharai Khola,83.6928611110001,27.442111111
old Jharai,83.6959166670001,27.4400555560001
Marthi Khola,83.1382500000001,27.619027778
Jammuwar Khola,83.1165833330001,27.6071111110001
Canal Headwork,83.0128888890001,27.4824166670001
Charaha Bridge,83.0523055560001,27.565194444
Ramghat Khola,83.0480000000001,27.5770000000001
Jutpani Khola,83.0425000000001,27.72725
Hariom Khola,83.0583055560001,27.7698611110001
Kondre Khola,83.060194444,27.7885833330001
Chakle Khola,83.060222222,27.8321388890001
Supa Khola,83.132972222,27.8865000000001
Khachi Khola,83.137972222,27.9037500000001
Pharjyang,83.1381944440001,27.957694444
Bai Khola,83.135222222,27.958888889
Surai Khola,82.8300000000001,27.5240000000001
Ghorahi Khola,82.8164444440001,27.517222222
Chisapani Khola,84.536472222,27.9010000000001
Marsyangdi River,84.542833333,27.9054444440001
Daraundi Khola,84.5536666670001,27.939638889
Chaudi Khola,84.410055556,27.963888889
Adheri Khola,84.4246944440001,27.9874722220001
Ridi Khola,84.4562777780001,28.027777778
Phoudi Khola-1,84.4551944440001,28.0380277780001
Chiti Khola,84.444333333,28.088861111
Poundi Khola-2,84.428222222,28.10875
Dhuwa Khola,84.3847777780001,28.215361111
Majhuwa Khola,84.3800833330001,28.222555556
Bhalam Khola,84.3641944440001,28.2646111110001
Khudi Khola,84.354555556,28.2813333330001
Nange/Aarkhle Khola,84.3988055560001,28.330027778
Chahare Khola-2,84.3994166670001,28.3460555560001
Syange Khola,84.4014444440001,28.3858333330001
Phirke Khola,83.9811666670001,28.2282222220001
Yamdi Khola,83.966166667,28.253
Phedi Khola,83.8725277780001,28.291777778
Ghatte Khola/Yamdi Khola,83.8608333330001,28.286972222
Liwadi Khola,83.8663888890001,28.285361111
odere Khola-1,83.813277778,28.295611111
odere Khola-2,83.812166667,28.295888889
Jhotne Khola,83.8099722220001,28.298694444
Dhote Khola,83.7860000000001,28.296
Khumaye Khola,83.767527778,28.2966388890001
Sital guffa pul,83.7790277780001,28.2958055560001
Khahare Khola 1,83.763666667,28.2921388890001
Modi Khola (Dimuwa),83.742388889,28.2739722220001
Pati Khola,83.7373611110001,28.271972222
Bhadra Khola,83.72225,28.262694444
Ambote Khola,83.7190000000001,28.256583333
odere Khola,83.713888889,28.2484166670001
Khahare Khola 2,83.6518055560001,28.2408888890001
Dhodino Khola,83.5839722220001,28.3100555560001
Myagdi Khola,83.5633611110001,28.3416111110001
Galeshor Raganganga Khola,83.5676666670001,28.376
Beg Khola,83.599833333,28.4325277780001
Kaligandaki Bridge,83.622083333,28.45075
gharamadi Khola,83.6263611110001,28.455833333
Pokhare Bagar kaligandaki Khola,83.6336111110001,28.4838611110001
Duwari Khola,83.6512500000001,28.5280000000001
Lete Khola,83.613527778,28.6289166670001
Tangsara Khola,83.5943333330001,28.672916667
Boksi Khola,83.6035000000001,28.684083333
Tuckche Khola,83.6412222220001,28.709805556
Kaligandaki Khola,83.7343388890001,28.7847472220001
Kuruwa Khola,83.4754722220001,27.90175
Ridi Khola,83.4328611110001,27.9384166670001
Purono bazar Khola,83.2447500000001,28.06575
Chaldi panaha,83.0791944440001,28.06575
Bangai Khola,83.407277778,27.5112222220001
Tinau Khola,83.3945833330001,27.5142500000001
Dano Khola,83.3337222220001,27.4997222220001
Koilihawa Khola,83.308194444,27.4916944440001
Telar Khola,83.2945000000001,27.491
Khungai Khola,83.2447222220001,27.4378333330001
Tinumuhiya,83.2381111110001,27.4313333330001
Kathwala bridge,83.2369444440001,27.430388889
karida Khola,83.226194444,27.4195
Lumbini Nala,83.2727222220001,27.491527778
Kothe Khola,83.2179166670001,27.499583333
Bethi Khola,83.1888888890001,27.5126388890001
Sisahia Khola,83.136611111,27.5279166670001
Sihari,83.1138055560001,27.5301388890001
Jammuwar Khola,83.1013333330001,27.542638889
Kalesti Bridge,84.2596111110001,28.026944444
Simle Khola,84.2413611110001,28.0404722220001
Sugandhi Khola,84.2411111110001,28.069083333
Risti Khola,84.2297222220001,28.142777778
Deurali Khola,84.0771666670001,28.1641388890001
Kudi Khola,84.090083333,28.1643611110001
Jharahi Bridge,83.6715833330001,27.530027778
Ramkundra Bridge,83.6545833330001,27.529222222
Ghola,83.6431666670001,27.5294166670001
Turia Bridge,83.6013055560001,27.515777778
Mahu Bridge,83.5984444440001,27.5156111110001
Baghela Khola,83.572805556,27.5155
Rohini Bridge,83.5059166670001,27.51
Danda bridge,83.4665277780001,27.5048055560001
"Kaligandaki dam, Site bridge",83.5796111110001,27.9755277780001
Body-guard Bridge,83.4667500000001,27.9752500000001
Dammwa Bridge,83.614,28.267
Lasti Khola,83.6050000000001,28.3030000000001
Liumdi Khola,83.5920000000001,28.3270000000001
Kaligandaki Khola,83.5711111110001,28.341944444
Mathura Khola.,83.2100722220001,27.966019444
Inguria Khola,83.3087222220001,27.680083333
Bunarahawa Khola,83.3063611110001,27.6757500000001
Matera Khola,83.310138889,27.610333333
Kanchan Khola-1,83.3100555560001,27.6100555560001
Tilahar Khola,83.2784166670001,27.462444444
Hadahawa Nala,83.268027778,27.494027778
Hadhawa nala,83.2682777780001,27.5035
Jammuwa Khola,83.271666667,27.505972222
Telar Khola,83.2840000000001,27.478638889
MarthiKhola,83.138,27.474
Mijuwa Khola,83.137472222,27.4702222220001
Midim Khola,84.2274444440001,28.1548333330001
Madi Khola,84.218180556,28.1619166670001
Myagdi Khola,84.0910000000001,28.01
Seti Khola,84.083055556,27.984861111
Gidi Khola,84.0853888890001,27.9765833330001
Buduwa Khola,84.0876388890001,27.97
Kaligandaki Khola,84.0818611110001,27.8705277780001
Thatia Khola,83.8661388890001,27.4534166670001
Adheri Khola,83.9249444440001,27.864611111
Nisdi Khola Bridge,83.9356388890001,27.8674444440001
Sirdi Khola,84.5718055560001,27.9861388890001
Daraundi Khola,84.567944444,27.9973055560001
Bhusunde Khola,84.584777778,28.020805556
Khahare Khola,84.610361111,28.0391111110001
Ludi Khola,84.6589166670001,28.0801666670001
Langdi Khola,84.6607500000001,28.1006944440001
Modi Bridge,83.7105000000001,28.2268888890001
Jyagdi Khola,83.8711666670001,27.9422500000001
Bairia Khola,83.8120000000001,27.422611111
Gandak ghola,83.8399444440001,27.4551666670001
Raipuruwa,83.8428888890001,27.4553888890001
Ghola Khola,83.8593611110001,27.4610000000001
Sisne Kh°la,83.2229722220001,27.9155277780001
Trisuli River,84.7780277780001,27.810138889
Soti Khola,84.808194444,28.041805556
Kali Khola,82.7953055560001,27.7866111110001
Jharauni Khola -1,82.7869166670001,27.7891666670001
Jharauni Khola -2,82.7855555560001,27.789444444
Jharauni Khola -3,82.7846111110001,27.7916111110001
Dry Nala,82.7796666670001,27.796277778
Dry Nala,82.7785000000001,27.796444444
Kunta Khola,82.7727222220001,27.8008611110001
Rana Sing,82.7615277780001,27.810722222
Dhodre Khola,82.7614722220001,27.816333333
Dry Nala,82.757805556,27.831333333
Rapti River,82.7632222220001,27.8376388890001
Fairie Khola,82.755777778,27.8413055560001
Moitre Khola,82.7571111110001,27.840583333
Katesh Nala,82.7417500000001,27.8396388890001
Gopi Nala,82.6789444440001,27.8459722220001
Dolai Nala,82.6436111110001,27.8474166670001
lathowa Kulo,82.6415000000001,27.849194444
Shingai Khola,82.6172777780001,27.8543611110001
Shingai Khola Branch,82.6155555560001,27.8546944440001
Narte Nala,82.6096944440001,27.8557777780001
Kauria Khola,82.582222222,27.8615
Bagai Sota,82.5415833330001,27.869916667
Arnwa Khola,82.5323333330001,27.871472222
Arjun Khola,82.5055,27.881916667
Padmini Khola,82.4944722220001,27.879333333
Kari Sota,82.4568333330001,27.8753333330001
Unchanimbhu Khola,82.4408888890001,27.8898055560001
Hattisar Khola,82.4177222220001,27.8928916670001
Bhauka Khola,82.4093888890001,27.895
Bathaniya Khola,82.382166667,27.895305556
Bhatarkunda Khola,82.3678611110001,27.898611111
Rehar Khola,82.3378333330001,27.9065000000001
Tilkanya Branch,82.3072222220001,27.9373055560001
Chow Khola-1,82.2860000000001,27.946388889
Chow Khola-2,82.284805556,27.9461666670001
Chow Khola-3,82.2751944440001,27.9453888890001
Simal Sota,82.255527778,27.951944444
Bakhari Khola,82.253194444,27.9540000000001
Kali Khola,82.2341666670001,27.959722222
Godia Khola,82.2135000000001,27.9648611110001
Sirangi Khola,82.2115833330001,27.9701388890001
Firangi Khola,82.2076388890001,27.975638889
Gangari Nala,82.1925277780001,27.982666667
Shiv Khola,82.1903888890001,27.9827777780001
Loki Khola,82.174888889,27.9838333330001
Bharley Khola,82.1641388890001,27.991833333
Skew Bridge,82.1630000000001,27.9933333330001
Gothelawa Nala,82.161194444,27.9942222220001
Tilkanya Khola,82.146722222,28.0020000000001
Ooj Khola Bridge,82.1315555560001,28.011888889
Bains Khola,82.118777778,28.0130833330001
Dapariya Bridge,82.1033611110001,28.0111944440001
Ranigajari Bridge,82.0996666670001,28.010277778
Bairiya Bridge,82.0901388890001,28.0111944440001
Dongi nala Bridge,82.0778055560001,28.016027778
Skew Bridge,82.0700555560001,28.0201388890001
Sauri Bridge,82.0658888890001,28.0271666670001
Khochani Bridge,82.063527778,28.029444444
Kale Khola bridge,82.0486111110001,28.031722222
Gabar Bridge,82.029805556,28.0271666670001
Bhatti Khola,82.025305556,28.032861111
Lumba Khola,81.9802500000001,28.0371666670001
Gantahawa Bridge,81.9618055560001,28.038416667
Thin Kholi Bridge,81.958055556,28.047388889
Jhuri Khola Bridge,81.9560555560001,28.0493611110001
Skew Bridge,81.950527778,28.0547500000001
Skew Bridge,81.9476388890001,28.0575000000001
Gandhali Bridge,81.9422777780001,28.058722222
Sukhar Bridge,81.9376388890001,28.058444444
Khairi Bridge,81.9267222220001,28.058555556
Skew Bridge,81.9188333330001,28.0678611110001
Muguwa Bridge,81.8834166670001,28.1369722220001
Paruwa Sota,81.8004722220001,28.1253611110001
Changai Nala,81.7697777780001,28.1301388890001
Naya Gaon Bridge,81.7676388890001,28.143333333
Geruaa Nala,81.7575833330001,28.1590833330001
Jhijhari Khola,81.7527777780001,28.1596666670001
Rohini Bridge,81.7094166670001,28.198055556
Duduwa nala Bridge,81.696027778,28.197777778
Kiran Khola,81.6625000000001,28.200444444
Maitihawa Khola,81.6434444440001,28.1973055560001
Khanjua Khola,81.6383888890001,28.198555556
Jethi Khola,81.5990833330001,28.209444444
Double Cell,81.5818888890001,28.2179444440001
Man Khola,81.5748611110001,28.2205000000001
Phohiya Khola,81.5705833330001,28.2220833330001
Dondwa Khola,81.5530000000001,28.228472222
3 Cell,81.5164722220001,28.2439444440001
3 Cell Slab,81.5136666670001,28.2456111110001
Double Cell,81.5090000000001,28.248444444
Bokahani Khola,81.4995277780001,28.258777778
Jurinya,81.4870000000001,28.2603333330001
Three Cell Slab,81.4716388890001,28.264666667
Gang River,81.4548333330001,28.2818333330001
Double Cell,81.4512500000001,28.286138889
Bhada River,81.4358611110001,28.304611111
2 Cell,81.4395277780001,28.3228888890001
Pathriya Khola,81.4428611110001,28.3404722220001
Auri Khola,81.4344444440001,28.3515833330001
Jakar Khola,81.4309166670001,28.360611111
Phardangwa Khola,81.4172500000001,28.371
2 Cell Slab,81.409305556,28.374083333
Triple Cell,81.405861111,28.375416667
Theni Khola,81.398916667,28.378194444
Three Cell Slab,81.3948611110001,28.3797777780001
Budhi Khola,81.3766111110001,28.4082500000001
2 Cell Slab,81.376277778,28.416972222
Babai,81.3800555560001,28.4235833330001
4 Cell Slab,81.3697222220001,28.429583333
Double Cell,81.349027778,28.4299444440001
Triple Cell,81.3243333330001,28.4491944440001
Triple Cell,81.318805556,28.4617777780001
Ambasa River,81.3185000000001,28.47425
Triple Cell,81.3240555560001,28.503527778
2 Cell Slab,81.3265277780001,28.5198055560001
AuraiKhola,81.3253611110001,28.5290000000001
2 Cell Slab,81.3247777780001,28.532555556
4 Cell Slab,81.3248055560001,28.5375
Triple Cell,81.3220000000001,28.5421388890001
4 Cell Slab,81.3176388890001,28.5530555560001
Double Cell,81.306833333,28.57575
Two Cell,81.3068055560001,28.5734444440001
Four Cell,81.306027778,28.5751666670001
Gumna Bridge,81.3001944440001,28.5902222220001
Four Cell Slab,81.2943611110001,28.599027778
Karnali Bridge,81.2858333330001,28.6392222220001
Tui Khola,82.2341944440001,28.0290833330001
Babai Khola,82.253,28.0400000000001
Guthi Khola,82.3142777780001,28.1711111110001
Ghur Khola,82.3037777780001,28.2779166670001
Sharada Riever,82.247083333,28.304916667
Saankha Khola,82.4451666670001,28.6115833330001
Kinni Khola,81.6851111110001,28.2126666670001
Itta Nala,81.6771388890001,28.231305556
Jethi Khola,81.675722222,28.2383888890001
Chyama Khola,81.6621666670001,28.2705
Man Khola,81.6596388890001,28.273638889
Man Nala Hattisar,81.6795000000001,28.3236388890001
Man Branch 1,81.684888889,28.3325
Man Branch 2,81.6797500000001,28.341944444
Jhajhariya Khola,81.6809166670001,28.342472222
Jogi Khola,81.6872500000001,28.3473333330001
Thado Khola,81.6970833330001,28.3459444440001
Ratemare Khola,81.7033888890001,28.3488611110001
Mauri Khola,81.707472222,28.350388889
Sabanga Khola,81.711416667,28.3535555560001
Babai Khola,81.7128888890001,28.3566111110001
Sano Khola,81.7140555560001,28.3616944440001
Sano Khahare Khola,81.7139722220001,28.367333333
Dry Nala,81.7120555560001,28.370666667
Dry Nala-2,81.7009722220001,28.3845277780001
Thulo darbas Bridge,81.697138889,28.387722222
Taule Khola,81.734027778,28.4367222220001
Toli Khola,81.7308333330001,28.439083333
Jhinganara Khola,81.7107777780001,28.464944444
Hataru Khola,81.6818055560001,28.480638889
Saaj gotheri -1,81.6673888890001,28.4917222220001
Saaj gotheri -2,81.6673333330001,28.492333333
Sisneri Khola-1,81.6601666670001,28.499666667
Sisneri Khola-2,81.6599444440001,28.5002777780001
Baganara,81.6578055560001,28.5054166670001
Bheri River Bridge,81.6633055560001,28.518333333
Siri Khola,81.665666667,28.5190555560001
Thulo Biureni Bridge,81.666444444,28.5449722220001
Sano Biureni Bridge,81.658666667,28.548444444
Nara Khola,81.652555556,28.569888889
Newara Khola (cw 1),81.638277778,28.5766944440001
Khajura Khola (cw2),81.6310000000001,28.583
Khorke Khola,81.611277778,28.594444444
Bangesimal Khola,81.5778611110001,28.6094444440001
Girighat Bridge,81.5422777780001,28.600416667
Sot Khola,81.494055556,28.7045000000001
Musegaira Bridge,81.566027778,28.734055556
Maine Khola,81.586111111,28.735722222
Lohare Khola,81.5826388890001,28.780916667
paduka Khola bridge,81.5332222220001,28.876305556
Ramghat bridge,81.4801666670001,28.91225
Sain Khola,81.425472222,29.0204166670001
jaksi Khola,81.4417777780001,29.0335000000001
Kane Khola,81.460027778,29.0558055560001
Khun Khola,81.505555556,29.0859444440001
Tila Khola Bridge,81.5944166670001,29.1333611110001
Hima Khola Bridge,81.9101944440001,29.2020555560001
Guiya Khola1,82.7505833330001,27.8111388890001
Tharunimare Khola,82.7300277780001,27.8105
Manariya Khola,82.6521111110001,27.810944444
Khauraha Khola,82.6495,27.8110833330001
Buge Khola,82.467861111,27.834166667
Bamb Khola,82.4643333330001,27.8373333330001
Bauraha Khola,82.4431666670001,27.8523888890001
Jamuniha Khola,82.4203055560001,27.855055556
Nala 1,82.3253888890001,27.8797222220001
Nala 2,82.3187500000001,27.883194444
Sikta Irrigation Bridge,81.9226388890001,28.0578055560001
Gauri Khola,81.900055556,28.05875
Dundra Khola,81.8661388890001,28.0684444440001
Dundra Vented Causeway,81.859861111,28.0700555560001
Beluwa Nala,81.2657222220001,28.3412222220001
Jharan Nala-1,81.2561944440001,28.356194444
Karnali Sakha Nahar,81.254666667,28.3546666670001
Geruwa Khola bridge,81.202472222,28.366805556
Kaila Khola,81.1766388890001,28.393638889
Jharan Khola - 2,81.1589166670001,28.398055556
Rataiya Khola,81.1435277780001,28.402472222
Paniphekuwa Khola,81.1200000000001,28.4162777780001
Budi Khola,81.115944444,28.4186388890001
Murkutta Khola,81.0988055560001,28.4252222220001
Chamghat Khola,81.6842222220001,28.8525000000001
Paduka Khola,81.5616388890001,28.9037500000001
Chene Khola,81.5015277780001,28.9472777780001
Karnali River,81.4299722220001,29.0285000000001
Bhungbhunge,82.7692500000001,27.8434722220001
Bagasoti,82.7930000000001,27.8677777780001
Ganaha,82.8019722220001,27.878444444
Daderi,82.8137500000001,27.893861111
dhand,82.820222222,27.904722222
Darabang,82.8292500000001,27.912805556
Sukha,82.8353888890001,27.9200000000001
Bisedi,82.8432777780001,27.944583333
Bage,82.806027778,28.00575
Arung Khola,82.7846944440001,28.0366666670001
Jhangawang,82.7871388890001,28.0853888890001
Kagpati,82.744888889,28.106972222
Dhanbang,82.6948611110001,28.1704444440001
Madi,82.6819722220001,28.185944444
Deukhudi,82.7017777780001,28.230361111
Madi Khola,82.5995833330001,28.333083333
Madi,82.7860000000001,28.051472222
Jumri,82.848361111,28.0996666670001
jhimruk,82.8820555560001,28.1203333330001
Sisne,82.518833333,28.027555556
Katuwa,82.4931388890001,28.036527778
Vented Causeway,82.515555556,27.9205277780001
Masot Khola,82.49625,27.928805556
Bhainshe Khola,82.4949444440001,27.945777778
Babai Khola,82.4954444440001,27.969166667
Googlee,82.500472222,27.997694444
Sisne,82.4991666670001,28.0008611110001
Katuwa,82.492666667,28.010527778
