name,xcoord,ycoord
Taplejung Airport,87.696886,27.3514759
Dhorpatan Airport,83.0503961,28.4929314
Rajbiraj Airport,86.7375633,26.5100157
Rolpa Airport,82.7562798,28.266828
Tikapur Airport,81.1500015,28.5170002
Khanidanda Airport,86.7752622,27.1811985
Thamkharka Airport,86.8574856,27.0482902
Jiri Airport,86.2306576,27.6258495
 ,81.3427743,29.0530117
Nepalgunj Travels Pvt.Ltd.,81.6249586,28.0654333
Falgunanda Sukilumba Airport,87.9054648,26.8772916
