FID,the_geom,OBJECTID_1,OBJECTID,WNO,ZONE_NAME,REGION_12,DIST_ID,VDC_ID,DISTRICTS,VDC_CODE,VDC,DISVDCODE,P_CODE,X,Y,DISTRICT,VDC_NAME,P_CODEV,Market,Wardno,Damage,Recovery,Phyacces,Tranflow,Wholesal,Timfrwho,Traderno,building,comodity,Suffice,Capacity,Avgsalric,Avgsalent,Avgsaloil,Pricrice,Pricoil,Priclnt,Bankfin,credcop,Remagebt,Tel,Police,Wagrate,PCODEW,Mrktsze
market_centers_eq_districts0.155,POINT (85.56199645966893 27.58060073833343),155,10585,7,Bagmati,Central,24,076,Kavrepalanchok,76,Sankhupati Chour,240076,C-BAG-24-076-07,85.562,27.5806,Kavrepalanchok,Shankhupati Chaur,C-BAG-24-076,"Eate,",7,2,2,2,2,Banepa,1,6,2,"Rire,Oil Salt,shop etc",2,3,180,10,50,50,30,230,2,1,2,1,2,450,C-BAG-24-076-07,2
market_centers_eq_districts0.156,POINT (85.75589752155344 27.660999298279023),156,10602,6,Bagmati,Central,24,078,Kavrepalanchok,78,Saping,240078,C-BAG-24-078-06,85.7559,27.661,Kavrepalanchok,Saping,C-BAG-24-078,Dolalghat,6,2,2,3,2,Banepa,1,10,2,"Rire,Oil Salt,shop etc",2,3,240,25,40,50,240,230,2,1,2,1,2,450,C-BAG-24-078-06,3
market_centers_eq_districts0.157,POINT (85.54969787635599 27.593700408946745),157,10612,7,Bagmati,Central,24,079,Kavrepalanchok,79,Sarada Batase,240079,C-BAG-24-079-07,85.5497,27.5937,Kavrepalanchok,Sharada Batase,C-BAG-24-079,Saradabatase,7,2,2,2,2,Banepa,1,16,2,"Rire,Oil Salt,shop etc",2,2,250,6,25,50,230,230,2,1,2,1,2,450,C-BAG-24-079-07,2
market_centers_eq_districts0.158,POINT (85.74579620323226 27.548099517478818),158,10620,6,BAGMATI,,24,080,Kavrepalanchok,80,Saramthali,240080,C-BAG-24-080-06,85.7458,27.5481,Kavrepalanchok,Saramthali,C-BAG-24-080,"Pachra,ghat",6,2,2,3,2,Banepa,1,5,2,"Rire,Oil Salt,shop etc",2,3,250,6,10,50,230,230,2,1,2,1,2,450,C-BAG-24-080-06,3
market_centers_eq_districts0.159,POINT (85.72499847440014 27.568899154672295),159,10626,3,Bagmati,Central,24,081,Kavrepalanchok,81,Sarasyunkhark,240081,C-BAG-24-081-03,85.725,27.5689,Kavrepalanchok,Sarsyun Kharka,C-BAG-24-081,Adam ghat,3,2,2,3,2,Banepa,1,3,2,"Rire,Oil Salt,shop etc",2,2,300,20,100,50,240,230,2,1,2,1,2,450,C-BAG-24-081-03,3
market_centers_eq_districts0.160,POINT (85.69309997558344 27.634399414301583),160,10638,6,Bagmati,Central,24,082,Kavrepalanchok,82,Sathighar Bhagawati,240082,C-BAG-24-082-06,85.6931,27.6344,Kavrepalanchok,Sathighar Bhagwati,C-BAG-24-082,Palanchok,6,1,2,1,2,Banepa,1,20,2,"Rire,Oil Salt,shop etc",2,2,250,6,20,50,240,230,2,1,1,2,1,450,C-BAG-24-082-06,2
market_centers_eq_districts0.161,POINT (85.60109710714585 27.5055007932271),161,10647,6,Bagmati,Central,24,083,Kavrepalanchok,83,Sikhar Ambote,240083,C-BAG-24-083-06,85.6011,27.5055,Kavrepalanchok,Sikhar Ambote,C-BAG-24-083,Falamesangu,6,2,2,2,2,Banepa,1,20,2,"Rire,Oil Salt,shop etc",2,3,500,400,20,50,240,230,2,1,2,1,2,450,C-BAG-24-083-06,2
market_centers_eq_districts0.162,POINT (85.78379821821324 27.659200668576034),162,10654,4,Bagmati,Central,24,085,Kavrepalanchok,85,Simthali,240085,C-BAG-24-085-04,85.7838,27.6592,Kavrepalanchok,Simthali,C-BAG-24-085,Bhumetham,4,2,2,2,2,Banepa,1,10,2,"Rire,Oil Salt,shop etc",2,3,250,6,0,50,0,230,2,1,2,1,2,450,C-BAG-24-085-04,2
market_centers_eq_districts0.163,POINT (85.68530273473345 27.498699188217017),163,10661,2,Bagmati,Central,24,086,Kavrepalanchok,86,Sipali Chilaune,240086,C-BAG-24-086-02,85.6853,27.4987,Kavrepalanchok,Sipali Chilaune,C-BAG-24-086,sipali,2,2,2,3,2,Banepa,1,3,2,"Rire,Oil Salt,shop etc",2,3,250,6,0,50,0,230,2,1,2,1,2,450,C-BAG-24-086-02,3
market_centers_eq_districts0.164,POINT (85.59490203819854 27.568000793102158),164,10679,2,Bagmati,Central,24,084,Kavrepalanchok,84,Simalchour Syampati,240084,C-BAG-24-084-02,85.5949,27.568,Kavrepalanchok,Shyampati,C-BAG-24-084,Simalchaur,2,1,2,2,2,Banepa,1,5,2,"Rire,Oil Salt,shop etc",2,2,200,50,10,50,250,230,2,1,1,1,2,450,C-BAG-24-084-02,2
market_centers_eq_districts0.165,POINT (85.77770233189716 27.524200439698575),165,10691,5,Bagmati,Central,24,088,Kavrepalanchok,88,Thulo Parsel,240088,C-BAG-24-088-05,85.7777,27.5242,Kavrepalanchok,Thulo Parsel,C-BAG-24-088,Parsel,5,2,2,2,2,Banepa,1,3,2,"Rire,Oil Salt,shop etc",2,2,100,10,10,51,240,230,2,1,2,1,2,450,C-BAG-24-088-05,3
market_centers_eq_districts0.166,POINT (85.5123977660441 27.67620086707643),166,10701,6,Bagmati,Central,24,089,Kavrepalanchok,89,Tukucha Nala,240089,C-BAG-24-089-06,85.5124,27.6762,Kavrepalanchok,Tukucha Nala,C-BAG-24-089,Ghimiregau,6,2,1,1,3,Banepa,1,12,3,"Rire,Oil Salt,shop etc",2,1,200,50,60,53,230,240,1,1,1,2,1,450,C-BAG-24-089-06,2
market_centers_eq_districts0.167,POINT (85.51119995091705 27.650999069151794),167,10707,3,Bagmati,Central,24,062,Kavrepalanchok,62,Ugrachandi Nala,240062,C-BAG-24-062-03,85.5112,27.651,Kavrepalanchok,NalaUgrachandi,C-BAG-24-062,Nala bazaar,3,3,1,1,2,Banepa,1,15,2,"Rire,Oil Salt,shop etc",2,3,300,6,40,50,230,230,2,1,1,2,2,450,C-BAG-24-062-03,2
market_centers_eq_districts0.168,POINT (85.51540374728518 27.63459968522733),168,10714,1,Bagmati,Central,24,090,Kavrepalanchok,90,Ugratara Janagal,240090,C-BAG-24-090-01,85.5154,27.6346,Kavrepalanchok,Ugratara Janagal,C-BAG-24-090,Banepa,1,2,1,1,3,Banepa,1,21,3,"Rire,Oil Salt,shop etc",2,1,200,50,60,53,230,240,1,1,1,2,1,450,C-BAG-24-090-01,1
market_centers_eq_districts0.169,POINT (85.23429870642025 27.957099914629396),169,11654,3,Bagmati,Central,28,001,Nuwakot,1,Bageswori,280001,C-BAG-28-001-03,85.2343,27.9571,Nuwakot,BagesworiChokade,C-BAG-28-001,Chokade,3,2,2,2,2,Trishuli,1,5,2,"rice, oil, lentil, salt, soap",1,2,800,100,40,60,260,235,2,1,2,1,1,460,C-BAG-28-001-03,2
market_centers_eq_districts0.170,POINT (85.1630020140318 27.925100326618804),170,11715,1,Bagmati,Central,28,008,Nuwakot,8,Bidur Municipality,280008,C-BAG-28-008-01,85.163,27.9251,Nuwakot,BidurN.P.,C-BAG-28-008,Trishuli,1,3,1,1,2,Birgunj,1,8,3,"rice, oil, lentil, salt, soap",1,1,1200,200,140,55,250,220,1,1,1,2,1,460,C-BAG-28-008-01,2
market_centers_eq_districts0.171,POINT (85.1613006594979 27.902700424085367),171,11719,3,Bagmati,Central,28,008,Nuwakot,8,Bidur Municipality,280008,C-BAG-28-008-03,85.1613,27.9027,Nuwakot,BidurN.P.,C-BAG-28-008,Battar,3,3,1,1,2,Birgunj,1,6,3,"rice, oil, lentil, salt, soap",1,1,1200,210,175,50,250,220,1,1,1,2,2,460,C-BAG-28-008-03,1
market_centers_eq_districts0.172,POINT (85.10299682614266 27.970899581550498),172,11805,8,Bagmati,Central,28,017,Nuwakot,17,Deurali,280017,C-BAG-28-017-08,85.103,27.9709,Nuwakot,Deurali,C-BAG-28-017,Deurali,8,2,2,2,2,Trishuli,1,5,3,"rice, oil, lentil, salt, soap",1,2,700,100,50,60,260,230,2,1,2,1,1,460,C-BAG-28-017-08,2
market_centers_eq_districts0.173,POINT (85.18180084223513 27.960399627940546),173,11837,4,Bagmati,Central,28,022,Nuwakot,22,Gerkhu,280022,C-BAG-28-022-04,85.1818,27.9604,Nuwakot,Gerkhu,C-BAG-28-022,Betrawati,4,3,1,1,2,Trishuli,1,5,3,"rice, oil, lentil, salt, soap",1,1,840,150,100,55,250,230,1,1,1,2,1,460,C-BAG-28-022-04,2
market_centers_eq_districts0.174,POINT (85.2344970698839 27.826900481771872),174,11890,3,Bagmati,Central,28,027,Nuwakot,27,Kakani,280027,C-BAG-28-027-03,85.2345,27.8269,Nuwakot,Kakani,C-BAG-28-027,Ranipauwa,3,3,1,1,2,Kathmandu,1,5,3,"rice, oil, lentil, salt, soap",1,1,840,70,63,55,250,220,1,1,1,1,1,460,C-BAG-28-027-03,2
market_centers_eq_districts0.175,POINT (85.13749694852544 27.99810028100319),175,11913,8,Bagmati,Central,28,030,Nuwakot,30,Kaule,280030,C-BAG-28-030-08,85.1375,27.9981,Nuwakot,Kaule,C-BAG-28-030,Kaule Bazaar,8,2,2,2,2,Trishuli,1,3,2,"rice, oil, lentil, salt, soap",2,3,840,70,63,55,250,230,2,2,2,1,2,460,C-BAG-28-030-08,3
market_centers_eq_districts0.176,POINT (85.20590209930248 27.90480041480737),176,11927,4,Bagmati,Central,28,033,Nuwakot,33,Khanigaun,280033,C-BAG-28-033-04,85.2059,27.9048,Nuwakot,KholegaunKhanigau,C-BAG-28-033,Dhikure,4,3,1,1,2,Birgunj,1,5,3,"rice, oil, lentil, salt, soap",1,1,1000,120,100,55,250,230,1,1,1,1,1,460,C-BAG-28-033-04,2
market_centers_eq_districts0.177,POINT (85.30780029274939 27.920400619792815),177,11933,1,Bagmati,Central,28,032,Nuwakot,32,Kharanitar,280032,C-BAG-28-032-01,85.3078,27.9204,Nuwakot,Kharanitar,C-BAG-28-032,Kharanitar,1,1,2,1,2,Trishuli,1,4,2,"rice, oil, lentil, salt, soap",1,2,900,80,70,55,260,230,1,1,1,1,1,460,C-BAG-28-032-01,3
market_centers_eq_districts0.178,POINT (85.18379974376325 28.015800475811375),178,12004,9,Bagmati,Central,28,040,Nuwakot,40,Manakamana,280040,C-BAG-28-040-09,85.1838,28.0158,Nuwakot,Manakamana,C-BAG-28-040,Shantibazaar,9,2,2,2,2,Trishuli,1,4,3,"rice, oil, lentil, salt, soap",1,2,600,45,80,55,260,230,2,2,2,1,2,460,C-BAG-28-040-09,3
market_centers_eq_districts0.179,POINT (85.15579986537153 28.009099959995183),179,12036,5,Bagmati,Central,28,019,Nuwakot,19,Fikuri,280019,C-BAG-28-019-05,85.1558,28.0091,Nuwakot,Fikuri,C-BAG-28-019,Fikuri,5,2,2,2,2,Trishuli,1,4,2,"rice, oil, lentil, salt, soap",2,2,600,45,80,55,260,0,2,1,2,1,1,460,C-BAG-28-019-05,3
market_centers_eq_districts0.180,POINT (85.04759979229664 27.847099304389417),180,12057,8,Bagmati,Central,28,045,Nuwakot,45,Ratmate,280045,C-BAG-28-045-08,85.0476,27.8471,Nuwakot,Ratmate,C-BAG-28-045,Ratmate,8,2,1,1,2,Birgunj,1,4,3,"rice, oil, lentil, salt, soap",1,2,700,100,100,50,250,220,2,1,2,1,2,460,C-BAG-28-045-08,3
market_centers_eq_districts0.181,POINT (85.0556030273579 27.949699401606154),181,12077,1,Bagmati,Central,28,048,Nuwakot,48,Samari,280048,C-BAG-28-048-01,85.0556,27.9497,Nuwakot,Samari,C-BAG-28-048,Samari Bhanjyang,1,2,2,2,2,Trishuli,1,4,2,"rice, oil, lentil, salt, soap",1,2,600,100,80,60,260,235,2,1,2,1,1,460,C-BAG-28-048-01,3
market_centers_eq_districts0.182,POINT (85.37909698513783 27.9286003108557),182,12098,4,Bagmati,Central,28,050,Nuwakot,50,Samundratar,280050,C-BAG-28-050-04,85.3791,27.9286,Nuwakot,Samundratar,C-BAG-28-050,Samundratar,4,1,2,2,3,Trishuli,1,3,2,"rice, oil, lentil, salt, soap",2,3,420,56,28,60,260,230,2,2,2,1,1,460,C-BAG-28-050-04,3
market_centers_eq_districts0.183,POINT (85.35659789997317 27.926599502764873),183,12124,3,Bagmati,Central,28,053,Nuwakot,53,Sundaradevi,280053,C-BAG-28-053-03,85.3566,27.9266,Nuwakot,Sundaradevi,C-BAG-28-053,Satbise,3,2,2,1,2,Trishuli,1,4,2,"rice, oil, lentil, salt, soap",2,3,500,50,50,55,260,230,2,1,2,1,2,460,C-BAG-28-053-03,3
market_centers_eq_districts0.184,POINT (85.28119659384777 27.861299514960706),184,12176,1,Bagmati,Central,28,059,Nuwakot,59,Thansing,280059,C-BAG-28-059-01,85.2812,27.8613,Nuwakot,Thansing,C-BAG-28-059,Chhahare,1,3,1,2,2,Trishuli/Battar,1,5,3,"rice, oil, lentil, salt, soap",1,2,900,40,45,50,250,230,1,1,1,1,1,460,C-BAG-28-059-01,2
market_centers_eq_districts0.185,POINT (85.23539733891613 28.000999450664153),185,12212,1,Bagmati,Central,29,001,Rasuwa,1,Bhorle,290001,C-BAG-29-001-01,85.2354,28.001,Rasuwa,Bhorle,C-BAG-29-001,Jibjibe,1,2,2,3,3,Trishuli,1,5,3,"rice, oil, lentil, salt, soap",2,2,700,60,30,60,255,240,2,1,2,1,2,420,C-BAG-29-001-01,3
market_centers_eq_districts0.186,POINT (85.30410003668737 28.18759918215659),186,12230,1,Bagmati,Central,29,003,Rasuwa,3,Chilime,290003,C-BAG-29-003-01,85.3041,28.1876,Rasuwa,Chilime,C-BAG-29-003,Thambuchet,1,2,2,2,2,Trishuli,1,5,2,"rice, oil, lentil, salt, soap",2,3,500,40,35,60,270,250,2,2,2,1,1,420,C-BAG-29-003-01,2
market_centers_eq_districts0.187,POINT (85.29290008587031 28.109100342007252),187,12252,5,Bagmati,Central,29,005,Rasuwa,5,Dhunche,290005,C-BAG-29-005-05,85.2929,28.1091,Rasuwa,Dhunche,C-BAG-29-005,Dhunche,5,2,1,1,2,Trishuli,1,6,3,"rice, oil, lentil, salt, soap",2,2,700,100,40,60,260,245,1,1,1,2,1,420,C-BAG-29-005-05,2
market_centers_eq_districts0.188,POINT (85.24369812007222 28.155899047702917),188,12262,6,Bagmati,Central,29,006,Rasuwa,6,Gatlang,290006,C-BAG-29-006-06,85.2437,28.1559,Rasuwa,Gatlang,C-BAG-29-006,Gatlang,6,1,2,2,2,Trishuli,1,3,2,"rice, oil, lentil, salt, soap",2,3,400,30,35,65,270,250,2,2,2,1,2,420,C-BAG-29-006-06,3
market_centers_eq_districts0.189,POINT (85.20670318570353 27.99810028100319),189,12288,5,Bagmati,Central,29,009,Rasuwa,9,Dhaibung,290009,C-BAG-29-009-05,85.2067,27.9981,Rasuwa,Dhaibung,C-BAG-29-009,Kalikasthan,5,3,1,1,2,Trishuli,1,6,3,"rice, oil, lentil, salt, soap",1,1,840,150,70,60,255,240,1,1,1,2,1,420,C-BAG-29-009-05,2
market_centers_eq_districts0.190,POINT (85.18720245373032 27.982200622460823),190,12293,1,Bagmati,Central,29,010,Rasuwa,10,Laharepouwa,290010,C-BAG-29-010-01,85.1872,27.9822,Rasuwa,Laharepouwa,C-BAG-29-010,Betrawati,1,3,1,1,2,Trishuli,1,5,3,"rice, oil, lentil, salt, soap",1,1,840,150,70,55,250,230,1,1,1,2,1,420,C-BAG-29-010-01,2
market_centers_eq_districts0.191,POINT (85.27649688702178 27.970399856168456),191,12320,1,Bagmati,Central,29,013,Rasuwa,13,Saramthali,290013,C-BAG-29-013-01,85.2765,27.9704,Rasuwa,Saramthali,C-BAG-29-013,Saramthali,1,1,2,3,2,Trishuli,1,3,2,"rice, oil, lentil, salt, soap",2,3,400,40,21,60,260,240,2,2,2,1,2,420,C-BAG-29-013-01,3
market_centers_eq_districts0.192,POINT (85.33360290524996 28.166099548655325),192,12337,9,Bagmati,Central,29,014,Rasuwa,14,Syafru,290014,C-BAG-29-014-09,85.3336,28.1661,Rasuwa,Syafru,C-BAG-29-014,Syafrubesi,9,2,1,1,2,Trishuli,1,6,3,"rice, oil, lentil, salt, soap",2,2,630,80,42,60,260,240,1,1,1,2,1,420,C-BAG-29-014-09,2
market_centers_eq_districts0.193,POINT (85.38819885269493 28.25149917644586),193,12360,5,Bagmati,Central,29,017,Rasuwa,17,Timure,290017,C-BAG-29-017-05,85.3882,28.2515,Rasuwa,Timure,C-BAG-29-017,Timure,5,1,2,2,2,Trishuli,1,3,3,"rice, oil, lentil, salt, soap",2,2,500,80,35,65,265,245,1,2,2,1,1,420,C-BAG-29-017-05,3
market_centers_eq_districts0.194,POINT (84.83360290534984 28.0242996213305),194,12377,4,Bagmati,Central,30,001,Dhading,1,Aginchok,300001,C-BAG-30-001-04,84.8336,28.0243,Dhading,Aginchok,C-BAG-30-001,Arughat,4,1,2,2,2,Dhading Besi,2,70,3,,2,3,0,0,0,60,260,270,2,1,2,1,2,1000,C-BAG-30-001-04,1
market_centers_eq_districts0.195,POINT (85.0070037844971 27.777000427128087),195,12390,8,Bagmati,Central,30,002,Dhading,2,Baireni,300002,C-BAG-30-002-08,85.007,27.777,Dhading,Baireni,C-BAG-30-002,Galchi,8,4,3,1,3,"Narayanghat, Birgunj",1,100,3,,1,1,15000,9000,1000,50,240,250,2,1,2,2,1,700,C-BAG-30-002-08,1
market_centers_eq_districts0.196,POINT (84.87129974348841 28.107900619418103),196,12395,4,Bagmati,Central,30,003,Dhading,3,Baseri,300003,C-BAG-30-003-04,84.8713,28.1079,Dhading,Baseri,C-BAG-30-003,Arughat,4,1,2,2,2,Dhading Besi,3,70,2,,2,2,0,0,0,56,265,265,2,1,2,1,2,700,C-BAG-30-003-04,1
market_centers_eq_districts0.197,POINT (84.79570007300003 27.78310012836829),197,12404,4,Bagmati,Central,30,004,Dhading,4,Benighat,300004,C-BAG-30-004-04,84.7957,27.7831,Dhading,Benighat,C-BAG-30-004,Benighat,4,3,1,2,3,"Narayanghat, Birgunj",1,150,3,"Rice. Oil, Lentil, Soap, CGI",1,2,20000,9600,700,50,240,250,1,1,1,1,1,700,C-BAG-30-004-04,1
market_centers_eq_districts0.198,POINT (85.01650238078031 27.751800536665485),198,12418,9,BAGMATI,,30,005,Dhading,5,Bhumesthan,300005,C-BAG-30-005-09,85.0165,27.7518,Dhading,Bhumesthan,C-BAG-30-005,Simle,9,4,3,2,2,Dhading Besi,2,20,2,,2,2,0,0,0,50,240,250,2,1,2,1,2,700,C-BAG-30-005-09,2
market_centers_eq_districts0.199,POINT (84.86740112306342 28.08230018620469),199,12422,4,Bagmati,Central,30,006,Dhading,6,Budhathum,300006,C-BAG-30-006-04,84.8674,28.0823,Dhading,Budhathum,C-BAG-30-006,Arughat,4,1,2,2,2,Dhading Besi,3,30,2,,2,3,0,0,0,56,265,265,2,1,2,1,2,700,C-BAG-30-006-04,1
market_centers_eq_districts0.200,POINT (84.82790374775982 27.960399627940546),200,12432,5,Bagmati,Central,30,007,Dhading,7,Chainpur,300007,C-BAG-30-007-05,84.8279,27.9604,Dhading,Chainpur,C-BAG-30-007,Saalbas,5,3,1,2,2,Dhading Besi,2,20,3,,1,1,2000,300,150,50,240,250,1,1,1,1,2,650,C-BAG-30-007-05,2
market_centers_eq_districts0.201,POINT (85.21569824257989 27.73089981117738),201,12441,5,Bagmati,Central,30,008,Dhading,8,Chhatredeurali,300008,C-BAG-30-008-05,85.2157,27.7309,Dhading,ChhatreDyaurali,C-BAG-30-008,Naubise,5,4,3,1,2,Kathmandu,1,20,3,"Rice. Oil, Lentil, Soap, CGI",1,1,7000,700,450,50,240,250,1,1,1,1,2,700,C-BAG-30-008-05,2
market_centers_eq_districts0.202,POINT (84.99160003641259 28.050899505307996),202,12446,1,Bagmati,Central,30,009,Dhading,9,Darkha,300009,C-BAG-30-009-01,84.9916,28.0509,Dhading,Darkha,C-BAG-30-009,Kintang fedi,1,1,2,3,1,Dhading Besi,4,30,2,"Rice, Lentil, Salt, Veg Oil",2,3,8000,200,100,60,260,270,2,1,2,1,1,1000,C-BAG-30-009-01,1
market_centers_eq_districts0.203,POINT (84.83540344251492 27.910800933416397),203,12461,7,Bagmati,Central,30,010,Dhading,10,Dhola,300010,C-BAG-30-010-07,84.8354,27.9108,Dhading,Dhola,C-BAG-30-010,Milan Chautara,7,3,1,2,1,Dhading Besi,2,10,2,,1,2,0,0,0,50,240,250,2,1,2,1,1,1000,C-BAG-30-010-07,2
market_centers_eq_districts0.204,POINT (84.74549865733724 27.79330062842132),204,12465,1,Bagmati,Central,30,011,Dhading,11,Dhussa,300011,C-BAG-30-011-01,84.7455,27.7933,Dhading,Dhussa,C-BAG-30-011,Charaudi,1,3,1,2,1,Dhading Besi,2,150,3,"Rice. Oil, Lentil, Soap, CGI",1,1,0,0,0,50,240,250,1,1,1,2,1,600,C-BAG-30-011-01,1
market_centers_eq_districts0.205,POINT (84.98269653321847 27.937000274643026),205,12480,6,Bagmati,Central,30,012,Dhading,12,Dhuwakot,300012,C-BAG-30-012-06,84.9827,27.937,Dhading,Dhuwakot,C-BAG-30-012,Bhangeri than,6,3,1,2,1,Dhading Besi,2,10,2,,2,2,0,0,0,50,240,250,2,1,2,1,1,650,C-BAG-30-012-06,2
market_centers_eq_districts0.206,POINT (84.87850189214868 27.793500900246386),206,12485,1,Bagmati,Central,30,013,Dhading,13,Gajuri,300013,C-BAG-30-013-01,84.8785,27.7935,Dhading,Gajuri,C-BAG-30-013,Gajuri,1,4,1,1,3,"Narayanghat, Birgunj",1,200,3,"Rice. Oil, Lentil, Soap, CGI",1,1,30000,1500,1200,50,240,250,1,1,1,2,1,700,C-BAG-30-013-01,1
market_centers_eq_districts0.207,POINT (85.0606002811781 27.773700713816936),207,12499,5,Bagmati,Central,30,014,Dhading,14,Goganpani,300014,C-BAG-30-014-05,85.0606,27.7737,Dhading,Goganpani,C-BAG-30-014,"Galchi,Baireni",5,4,3,1,2,Kathmandu,1,15,3,"Rice. Oil, Lentil, Soap, CGI",1,0,4000,500,350,50,240,250,2,1,2,1,2,700,C-BAG-30-014-05,2
market_centers_eq_districts0.208,POINT (84.96790313702019 28.066099166643255),208,12506,2,Bagmati,Central,30,015,Dhading,15,Gumdi,300015,C-BAG-30-015-02,84.9679,28.0661,Dhading,Gumdi,C-BAG-30-015,Satdobato,2,1,2,3,3,Dhading Besi,2,22,2,,2,1,0,0,0,50,240,250,2,1,2,1,2,600,C-BAG-30-015-02,1
market_centers_eq_districts0.209,POINT (85.03269958451824 28.129100799362448),209,12515,1,Bagmati,Central,30,017,Dhading,17,Jharlang,300017,C-BAG-30-017-01,85.0327,28.1291,Dhading,Jharlang,C-BAG-30-017,Kintang fedi,1,1,2,4,2,Dhading Besi,3,7,2,,2,3,0,0,0,60,260,270,1,1,1,1,2,1000,C-BAG-30-017-01,3
market_centers_eq_districts0.210,POINT (85.16359710712084 27.75959968587688),210,12527,3,Bagmati,Central,30,016,Dhading,16,Jeewanpur,300016,C-BAG-30-016-03,85.1636,27.7596,Dhading,Jeewanpur,C-BAG-30-016,Dharkhe,3,4,3,2,3,Kathmandu,1,10,3,"Rice. Oil, Lentil, Soap, CGI",1,1,0,0,0,50,240,250,1,1,1,1,2,700,C-BAG-30-016-03,2
market_centers_eq_districts0.211,POINT (84.70809936529355 27.799699783218443),211,12543,9,Bagmati,Central,30,018,Dhading,18,Jogimara,300018,C-BAG-30-018-09,84.7081,27.7997,Dhading,Jogimara,C-BAG-30-018,Majimtar,9,3,1,1,2,Narayanghat,1,100,3,"Rice. Oil, Lentil, Soap, CGI",1,2,21000,800,1050,50,240,250,2,1,2,1,1,600,C-BAG-30-018-09,1
market_centers_eq_districts0.212,POINT (84.88659667999286 27.973699569479606),212,12552,8,Bagmati,Central,30,019,Dhading,19,Jyamrung,300019,C-BAG-30-019-08,84.8866,27.9737,Dhading,Jyamrung,C-BAG-30-019,Cahmbhanjang,8,3,1,2,3,Dhading Besi,2,10,1,,2,3,0,0,0,60,260,270,2,1,2,1,2,700,C-BAG-30-019-08,2
market_centers_eq_districts0.213,POINT (84.98619842491746 27.813499451038865),213,12556,3,Bagmati,Central,30,020,Dhading,20,Kalleri,300020,C-BAG-30-020-03,84.9862,27.8135,Dhading,Kalleri,C-BAG-30-020,Aadamghat,3,4,3,1,3,Dhading Besi,2,15,2,,2,2,0,0,0,50,240,250,2,1,2,1,2,700,C-BAG-30-020-03,2
market_centers_eq_districts0.214,POINT (85.01059722897901 27.959100723619542),214,12564,1,Bagmati,Central,30,021,Dhading,21,Katunje,300021,C-BAG-30-021-01,85.0106,27.9591,Dhading,Katunje,C-BAG-30-021,Katunje,1,3,1,2,3,Dhading Besi,2,50,1,,2,2,0,0,0,50,240,250,2,1,2,1,2,650,C-BAG-30-021-01,1
market_centers_eq_districts0.215,POINT (85.13189697266722 27.752899170060687),215,12574,1,Bagmati,Central,30,022,Dhading,22,Kewalpur,300022,C-BAG-30-022-01,85.1319,27.7529,Dhading,Kewalpur,C-BAG-30-022,Dharkhe,1,4,3,1,3,Kathmandu,1,20,3,,1,1,2000,100,300,50,240,250,1,1,1,1,2,700,C-BAG-30-022-01,2
market_centers_eq_districts0.216,POINT (84.97029876727436 27.8539009093995),216,12586,3,Bagmati,Central,30,023,Dhading,23,Khalte,300023,C-BAG-30-023-03,84.9703,27.8539,Dhading,Khalte,C-BAG-30-023,Fyakse,3,4,3,2,2,Dhading Besi,2,25,2,,2,1,0,0,0,50,240,250,2,1,2,1,2,700,C-BAG-30-023-03,1
market_centers_eq_districts0.217,POINT (84.7483978269982 27.92390060402971),217,12596,3,Bagmati,Central,30,024,Dhading,24,Khari,300024,C-BAG-30-024-03,84.7484,27.9239,Dhading,Khari,C-BAG-30-024,Khari,3,4,3,2,2,Dhading Besi,1,20,2,,2,1,0,0,0,50,240,250,2,1,2,1,2,700,C-BAG-30-024-03,2
market_centers_eq_districts0.218,POINT (84.97100067104418 27.711700439323863),218,12604,1,Bagmati,Central,30,025,Dhading,25,Kiranchok,300025,C-BAG-30-025-01,84.971,27.7117,Dhading,Kiranchok,C-BAG-30-025,Adamghat,1,4,3,2,1,Gajuri,2,15,2,,2,2,0,0,0,56,265,265,2,1,2,1,2,650,C-BAG-30-025-01,2
market_centers_eq_districts0.219,POINT (84.86009979267135 27.84300041213936),219,12615,2,Bagmati,Central,30,026,Dhading,26,Kumpur,300026,C-BAG-30-026-02,84.8601,27.843,Dhading,Kumpur,C-BAG-30-026,Malekhu,2,4,3,1,2,Dhading Besi,2,20,2,,2,3,0,0,0,50,240,250,2,1,2,1,2,700,C-BAG-30-026-02,2
market_centers_eq_districts0.220,POINT (84.78900146464593 27.727399826041164),220,12634,1,Bagmati,Central,30,028,Dhading,28,Mahadevsthan,300028,C-BAG-30-028-01,84.789,27.7274,Dhading,Mahadevsthan,C-BAG-30-028,Talti,1,4,3,2,2,Gajuri,1,25,1,,2,3,0,0,0,56,265,265,2,1,2,1,1,700,C-BAG-30-028-01,1
market_centers_eq_districts0.221,POINT (84.78150176989084 27.87809944163598),221,12648,5,Bagmati,Central,30,029,Dhading,29,Maidi,300029,C-BAG-30-029-05,84.7815,27.8781,Dhading,Maidi,C-BAG-30-029,Satdobato,5,4,3,2,2,Dhading Besi,1,15,2,,1,1,0,0,0,50,240,250,1,1,1,1,1,700,C-BAG-30-029-05,2
